Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Узбекской ж.д. (код дороги 73),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 73-001 ""ХОДЖАДАВЛЕТ (ЭКСП.) - БУХАРА I"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Ходжадавлет (эксп.),до ст. Бухара I,,,,,,,,,,,
 10.,744518 .,Жайхун (рзд), 262  км ,  94  км ,,,,,,,,,,,
 11.,744503 .,Даутепа, 292  км ,  64  км ,,,,,,,,,,,
 12.,744522 .,Турон (рзд), 328  км ,  28  км ,,,,,,,,,,,
 13.,744537 .,Блок-пост № 2, 345  км ,  11  км ,,,,,,,,,,,
 14.,739806 .,Мискин, 356  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 52) участок 73-065 ""ИСТИКЛОЛ - БЛОК-ПОСТ № 2"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Истиклол,до ст. Блок-пост № 2,,,,,,,,,,,
  1.,739900 .,Истиклол,   0  км ,  17  км ,,,,,,,,,,,
  2.,744537 .,Блок-пост № 2,  17  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 53) участок 73-066 ""УРГЕНЧ - ХИВА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Ургенч,до ст. Хива,,,,,,,,,,,
  1.,738305 .,Ургенч,   0  км ,  33  км ,,,,,,,,,,,
  2.,738339 .,Хива,  33  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 54) участок 73-067 ""ШАВАТ - БЛОК ПОСТ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Шават,до ст. Блок Пост,,,,,,,,,,,
  1.,738108 .,Шават,   0  км ,  80  км ,,,,,,,,,,,
  2.,739562 .,Гурлан (рзд),  26  км ,  54  км ,,,,,,,,,,,
  3.,739524 .,Мангит (рзд),  48  км ,  32  км ,,,,,,,,,,,
  4.,738199 .,Кипчок (рзд),  69  км ,  11  км ,,,,,,,,,,,
  5.,738150 .,Блок Пост,  80  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 55) участок 73-068 ""УЧКУДУК II - МАЙЛИСАЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Учкудук II,до ст. Майлисай,,,,,,,,,,,
  1.,732205 .,Учкудук II,   0  км ,  27  км ,,,,,,,,,,,
  2.,732309 .,Майлисай,  27  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 56) участок 73-069 ""ЗАРАФШАН - УРГУТ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Зарафшан,до ст. Ургут,,,,,,,,,,,
  1.,727705 .,Зарафшан,   0  км ,  60  км ,,,,,,,,,,,
  2.,727713 .,Блок-Пост-3711,   4  км ,  56  км ,,,,,,,,,,,
  3.,727103 .,Жартепа,  41  км ,  19  км ,,,,,,,,,,,
  4.,727009 .,Ургут,  60  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 57) участок 73-043 ""ТУКИМАЧИ - САЛАР (ЧЕРЕЗ СТ. ТАШКЕНТ-ПАССАЖИРСКИЙ) (ДЛЯ ПАССАЖИРСКОГО ДВИЖЕНИЯ)"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Тукимачи,до ст. Салар,,,,,,,,,,,
  1.,723600 .,Тукимачи,   0  км ,   8  км ,,,,,,,,,,,
  2.,720918 .,Ташкент-Пассажирский,   4  км ,   4  км ,,,,,,,,,,,
  3.,720903 .,Салар,   8  км ,   0  км ,,,,,,,,,,,
_____________________________________________________________________________________________,,,,,,,,,,,,,,,
