Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Восточно-Сибирской ж.д. (код дороги 92),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 92-001 ""ТАЙШЕТ - ИРКУТСК-ПАССАЖИРСКИЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Тайшет,до ст. Иркутск-Пассажирский,,,,,,,,,,,
 35.,903401 .,Кичера, 392  км , 736  км ,,,,,,,,,,,
 36.,903416 .,ОП Дзелинда, 407  км , 721  км ,,,,,,,,,,,
 37.,903454 .,ОП Горячий Источник, 421  км , 707  км ,,,,,,,,,,,
 38.,903420 .,Кирон (рзд), 428  км , 700  км ,,,,,,,,,,,
 39.,903505 .,Ангоя, 446  км , 682  км ,,,,,,,,,,,
 40.,903512 .,Огдында (рзд), 457  км , 671  км ,,,,,,,,,,,
 41.,903524 .,Агней (рзд), 475  км , 653  км ,,,,,,,,,,,
 42.,903539 .,Анамакит, 492  км , 636  км ,,,,,,,,,,,
 43.,903609 .,Новый Уоян, 507  км , 621  км ,,,,,,,,,,,
 44.,903831 .,Баканы (рзд), 524  км , 604  км ,,,,,,,,,,,
 45.,903825 .,Янчуй (рзд), 542  км , 586  км ,,,,,,,,,,,
 46.,903810 .,Чуро, 561  км , 567  км ,,,,,,,,,,,
 47.,903806 .,Кюхельбекерская, 580  км , 548  км ,,,,,,,,,,,
 48.,903914 .,Кавокта, 595  км , 533  км ,,,,,,,,,,,
 49.,903929 .,Ангаракан (рзд), 609  км , 519  км ,,,,,,,,,,,
 50.,904122 .,Итыкит (рзд), 619  км , 509  км ,,,,,,,,,,,
 51.,904003 .,Окусикан, 635  км , 493  км ,,,,,,,,,,,
 52.,905712 .,Казанкан (рзд), 638  км , 490  км ,,,,,,,,,,,
 53.,905708 .,Северомуйск, 649  км , 479  км ,,,,,,,,,,,
 54.,906039 .,Аркум (рзд), 662  км , 466  км ,,,,,,,,,,,
 55.,906024 .,Ульги (рзд), 678  км , 450  км ,,,,,,,,,,,
 56.,906058 .,ОП Оп 1419 км, 683  км , 445  км ,,,,,,,,,,,
 57.,906019 .,Муякан (рзд), 696  км , 432  км ,,,,,,,,,,,
 58.,904423 .,Путевой пост 1441 км, 703  км , 425  км ,,,,,,,,,,,
 59.,906005 .,Улан-Макит, 711  км , 417  км ,,,,,,,,,,,
 60.,906062 .,ОП Оп 1459 км, 723  км , 405  км ,,,,,,,,,,,
 61.,904404 .,Таксимо, 733  км , 395  км ,,,,,,,,,,,
 62.,906575 .,ОП Оп 1472 км, 736  км , 392  км ,,,,,,,,,,,
 63.,906541 .,Лодья (рзд), 756  км , 372  км ,,,,,,,,,,,
 64.,906580 .,ОП Оп 1499 км, 763  км , 365  км ,,,,,,,,,,,
 65.,906537 .,Аку (рзд), 772  км , 356  км ,,,,,,,,,,,
 66.,906556 .,Ушмун (рзд), 782  км , 346  км ,,,,,,,,,,,
 67.,906522 .,Шиверы (рзд), 797  км , 331  км ,,,,,,,,,,,
 68.,906607 .,ОП Оп 1536 км, 800  км , 328  км ,,,,,,,,,,,
 69.,906518 .,Койра (рзд), 808  км , 320  км ,,,,,,,,,,,
 70.,906560 .,Березовый (рзд), 818  км , 310  км ,,,,,,,,,,,
 71.,906503 .,Куанда, 825  км , 303  км ,,,,,,,,,,,
 72.,906611 .,ОП Озеро, 828  км , 300  км ,,,,,,,,,,,
 73.,904264 .,Куандинский (рзд), 838  км , 290  км ,,,,,,,,,,,
 74.,904387 .,Таку (рзд), 848  км , 280  км ,,,,,,,,,,,
 75.,904372 .,Балбухта (рзд), 866  км , 262  км ,,,,,,,,,,,
 76.,904368 .,Сюльбан (рзд), 881  км , 247  км ,,,,,,,,,,,
 77.,904353 .,Наледный (рзд), 901  км , 227  км ,,,,,,,,,,,
 78.,904283 .,ОП Оп 1646 км, 910  км , 218  км ,,,,,,,,,,,
 79.,904279 .,ОП Оп 1648 км, 912  км , 216  км ,,,,,,,,,,,
 80.,904349 .,Кодар (рзд), 913  км , 215  км ,,,,,,,,,,,
 81.,904207 .,Леприндо, 932  км , 196  км ,,,,,,,,,,,
 82.,904322 .,Салликит (рзд), 943  км , 185  км ,,,,,,,,,,,
 83.,904315 .,Сакукан (рзд), 963  км , 165  км ,,,,,,,,,,,
 84.,904300 .,Новая Чара, 983  км , 145  км ,,,,,,,,,,,
 85.,904476 .,ОП Оп 1728 км, 992  км , 136  км ,,,,,,,,,,,
 86.,904461 .,ОП Оп 1732 км, 996  км , 132  км ,,,,,,,,,,,
 87.,904457 .,ОП Оп 1736 км,1000  км , 128  км ,,,,,,,,,,,
 88.,904546 .,Кемен (рзд),1004  км , 124  км ,,,,,,,,,,,
 89.,904508 .,Икабья,1021  км , 107  км ,,,,,,,,,,,
 90.,904550 .,ОП Ост. пункт 1770 км,1034  км ,  94  км ,,,,,,,,,,,
 91.,904531 .,Икабьекан (рзд),1051  км ,  77  км ,,,,,,,,,,,
 92.,904527 .,Мурурин,1075  км ,  53  км ,,,,,,,,,,,
 93.,904512 .,Олонгдо (рзд),1100  км ,  28  км ,,,,,,,,,,,
 94.,904601 .,Хани,1128  км ,   0  км ,,,,,,,,,,,
_____________________________________________________________________________________________,,,,,,,,,,,,,,,
