Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Донецкой ж.д. (код дороги 48),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 48-001 ""ЧАПЛИНО (Приднепровской ж.д.) - ПОКРОВСК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Чаплино,до ст. Покровск,,,,,,,,,,,
 13.,503802 .,Торез,  49  км ,  37  км ,,,,,,,,,,,
 14.,503817 .,ОП Ост. Пункт 33 км,  53  км ,  33  км ,,,,,,,,,,,
 15.,503906 .,Пелагеевский,  56  км ,  30  км ,,,,,,,,,,,
 16.,504108 .,Рассыпная,  61  км ,  25  км ,,,,,,,,,,,
 17.,504114 .,ОП Ост. Пункт 20 км,  66  км ,  20  км ,,,,,,,,,,,
 18.,504203 .,Кумшацкий,  71  км ,  15  км ,,,,,,,,,,,
 19.,504218 .,ОП Никишино,  75  км ,  11  км ,,,,,,,,,,,
 20.,504504 .,Редкодуб,  79  км ,   7  км ,,,,,,,,,,,
 21.,503107 .,Чернухино,  86  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 54) участок 48-054 ""ПЕЛАГЕЕВСКИЙ - СОФЬИНО-БРОДСКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Пелагеевский,до ст. Софьино-Бродская,до ст. Чернухино,,,,,,,,,,
  1.,503906 .,Пелагеевский,   0  км ,  17  км ,  30  км ,,,,,,,,,,
  2.,503709 .,Дроново,   4  км ,  13  км ,  34  км ,,,,,,,,,,
  3.,503520 .,ОП Дроново-ВРП,   6  км ,  11  км ,  36  км ,,,,,,,,,,
  4.,503516 .,ОП Ост. Пункт 9 км,   9  км ,   8  км ,  39  км ,,,,,,,,,,
  5.,503501 .,Мочалинский,  12  км ,   5  км ,  42  км ,,,,,,,,,,
  6.,503408 .,Софьино-Бродская,  17  км ,   0  км ,  47  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 55) участок 48-055 ""ТОРЕЗ - ДРОНОВО"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Торез,до ст. Иловайск,до ст. Чернухино,,,,,,,,,,
  1.,503802 .,Торез,   0  км ,  49  км ,  37  км ,,,,,,,,,,
  2.,503709 .,Дроново,   4  км ,  53  км ,  34  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 56) участок 48-056 ""МОЧАЛИНСКИЙ - ВОСКРЕСЕНСКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Мочалинский,до ст. Иловайск,до ст. Чернухино,,,,,,,,,,
  1.,503501 .,Мочалинский,   0  км ,  61  км ,  42  км ,,,,,,,,,,
  2.,503605 .,Воскресенская,   7  км ,  68  км ,  49  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 57) участок 48-057 ""РЕДКОДУБ - НИКИШИНО"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Редкодуб,до ст. Никишино,до ст. Чернухино,,,,,,,,,,
  1.,504504 .,Редкодуб,   0  км ,   9  км ,   7  км ,,,,,,,,,,
  2.,504519 .,ОП Холмистый,   3  км ,   6  км ,  10  км ,,,,,,,,,,
  3.,504523 .,ОП Охотничий,   5  км ,   4  км ,  12  км ,,,,,,,,,,
  4.,504608 .,Никишино,   9  км ,   0  км ,  16  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 58) участок 48-058 ""КУМШАЦКИЙ - БУНКЕРНАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Кумшацкий,до ст. Бункерная,до ст. Чернухино,,,,,,,,,,
  1.,504203 .,Кумшацкий,   0  км ,  22  км ,  15  км ,,,,,,,,,,
  2.,504222 .,Горняк,   6  км ,  16  км ,  21  км ,,,,,,,,,,
  3.,504237 .,ОП Ост. Пункт 7 км,   7  км ,  15  км ,  22  км ,,,,,,,,,,
  4.,504307 .,Новый Юнком,  14  км ,   8  км ,  29  км ,,,,,,,,,,
  5.,504400 .,Бункерная,  22  км ,   0  км ,  37  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 59) участок 48-059 ""ЧЕРНУХИНО - ДОЛЖАНСКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Чернухино,до ст. Должанская,,,,,,,,,,,
  1.,503107 .,Чернухино,   0  км , 104  км ,,,,,,,,,,,
  2.,503022 .,ОП Ост. Пункт 14 км,   5  км ,  99  км ,,,,,,,,,,,
  3.,503018 .,ОП Ост. Пункт 18 км,   9  км ,  95  км ,,,,,,,,,,,
  4.,503003 .,Фащевка,  11  км ,  93  км ,,,,,,,,,,,
  5.,502903 .,Комендантская,  16  км ,  88  км ,,,,,,,,,,,
  6.,502829 .,ОП Кокино,  23  км ,  81  км ,,,,,,,,,,,
  7.,502814 .,ОП Ост. Пункт 32 км,  27  км ,  77  км ,,,,,,,,,,,
  8.,502807 .,Петровеньки,  30  км ,  74  км ,,,,,,,,,,,
  9.,502320 .,ОП Эротейдовка,  38  км ,  66  км ,,,,,,,,,,,
 10.,502316 .,ОП Ост. Пункт 47 км,  42  км ,  62  км ,,,,,,,,,,,
 11.,502301 .,Штеровка,  43  км ,  61  км ,,,,,,,,,,,
 12.,502212 .,ОП Ост. Пункт 58 км,  49  км ,  55  км ,,,,,,,,,,,
 13.,502227 .,ОП Колпаково,  51  км ,  53  км ,,,,,,,,,,,
 14.,501900 .,Щетово,  59  км ,  45  км ,,,,,,,,,,,
 15.,501807 .,Лобовские Копи,  67  км ,  37  км ,,,,,,,,,,,
 16.,501614 .,ОП Картушино,  70  км ,  34  км ,,,,,,,,,,,
 17.,501506 .,Ровеньки,  81  км ,  23  км ,,,,,,,,,,,
 18.,501402 .,Дарьевка,  91  км ,  13  км ,,,,,,,,,,,
 19.,501313 .,ОП Ост. Пункт 103 км,  95  км ,   9  км ,,,,,,,,,,,
 20.,501309 .,Вальяновский,  96  км ,   8  км ,,,,,,,,,,,
 21.,500946 .,Пост 109 км, 100  км ,   4  км ,,,,,,,,,,,
 22.,500908 .,Должанская, 104  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 60) участок 48-060 ""ШТЕРОВКА - ЯНОВСКИЙ (РЗД)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Штеровка,до ст. Яновский (рзд),до ст. Чернухино,,,,,,,,,,
  1.,502301 .,Штеровка,   0  км ,  17  км ,  43  км ,,,,,,,,,,
  2.,502335 .,ОП Приемный,   1  км ,  16  км ,  44  км ,,,,,,,,,,
  3.,502345 .,Сельский (рзд),   5  км ,  12  км ,  48  км ,,,,,,,,,,
  4.,502405 .,Брауновка,  12  км ,   5  км ,  55  км ,,,,,,,,,,
  5.,502411 .,Скиповой (пп),  14  км ,   3  км ,  57  км ,,,,,,,,,,
  6.,502208 .,Яновский (рзд),  17  км ,   0  км ,  60  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 61) участок 48-061 ""ШТЕРОВКА - КРАСНЫЙ ЛУЧ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Штеровка,до ст. Красный Луч,до ст. Чернухино,,,,,,,,,,
  1.,502301 .,Штеровка,   0  км ,  13  км ,  43  км ,,,,,,,,,,
  2.,502335 .,ОП Приемный,   1  км ,  12  км ,  44  км ,,,,,,,,,,
  3.,502509 .,Марусино,   7  км ,   6  км ,  50  км ,,,,,,,,,,
  4.,502602 .,Красный Луч,  13  км ,   0  км ,  56  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 62) участок 48-062 ""ЩЕТОВО - АНТРАЦИТ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Щетово,до ст. Чернухино,до ст. Должанская,,,,,,,,,,
  1.,501900 .,Щетово,   0  км ,  59  км ,  45  км ,,,,,,,,,,
  2.,502000 .,Карахаш,   6  км ,  65  км ,  51  км ,,,,,,,,,,
  3.,502104 .,Антрацит,   9  км ,  68  км ,  54  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 63) участок 48-065 ""ДОЛЖАНСКАЯ - КРАСНАЯ МОГИЛА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Должанская,до ст. Красная Могила,,,,,,,,,,,
  1.,500908 .,Должанская,   0  км ,  12  км ,,,,,,,,,,,
  2.,500804 .,Красная Могила,  12  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 64) участок 48-066 ""ДОЛЖАНСКАЯ - СЕМЕЙКИНО-НОВОЕ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Должанская,до ст. Семейкино-Новое,,,,,,,,,,,
  1.,500908 .,Должанская,   0  км ,  44  км ,,,,,,,,,,,
  2.,500912 .,Должанская-Новая,   3  км ,  41  км ,,,,,,,,,,,
  3.,508806 .,Изотово,   9  км ,  35  км ,,,,,,,,,,,
  4.,508755 .,ОП Ост. Пункт 1054 км,  12  км ,  32  км ,,,,,,,,,,,
  5.,508740 .,Взрывной (рзд),  19  км ,  25  км ,,,,,,,,,,,
  6.,508736 .,ОП Ост. Пункт 1044 км,  21  км ,  23  км ,,,,,,,,,,,
  7.,508721 .,ОП Встречная-Донецкая,  28  км ,  16  км ,,,,,,,,,,,
  8.,508717 .,ОП Ост. Пункт 1033 км,  32  км ,  12  км ,,,,,,,,,,,
  9.,508702 .,Тормозной (рзд),  36  км ,   8  км ,,,,,,,,,,,
 10.,508514 .,ОП Ост. Пункт 1024 км,  41  км ,   3  км ,,,,,,,,,,,
 11.,508505 .,Семейкино-Новое,  44  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 65) участок 48-067 ""СЕМЕЙКИНО-НОВОЕ - РОДАКОВО"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Семейкино-Новое,до ст. Родаково,,,,,,,,,,,
  1.,508505 .,Семейкино-Новое,   0  км ,  65  км ,,,,,,,,,,,
  2.,505032 .,Пост 152 км,   2  км ,  63  км ,,,,,,,,,,,
  3.,505047 .,ОП Ост. Пункт 151 км,   3  км ,  62  км ,,,,,,,,,,,
  4.,505102 .,Семейкино,   7  км ,  58  км ,,,,,,,,,,,
  5.,505117 .,ОП Ост. Пункт 143 км,  11  км ,  54  км ,,,,,,,,,,,
  6.,505121 .,ОП Ост. Пункт 140 км,  14  км ,  51  км ,,,,,,,,,,,
  7.,505136 .,ОП Пристенок,  16  км ,  49  км ,,,,,,,,,,,
  8.,505140 .,ОП Ост. Пункт 135 км,  20  км ,  45  км ,,,,,,,,,,,
  9.,505155 .,ОП Ост. Пункт 133 км,  21  км ,  44  км ,,,,,,,,,,,
 10.,505160 .,ОП Ост. Пункт 131 км,  24  км ,  41  км ,,,,,,,,,,,
 11.,505329 .,ОП Глафировка,  28  км ,  37  км ,,,,,,,,,,,
 12.,505333 .,ОП О.п. 125 км,  30  км ,  35  км ,,,,,,,,,,,
 13.,505314 .,Пост 120 км,  35  км ,  30  км ,,,,,,,,,,,
 14.,505403 .,Лутугино,  37  км ,  28  км ,,,,,,,,,,,
 15.,505827 .,Врубовка,  44  км ,  21  км ,,,,,,,,,,,
 16.,505812 .,ОП Ост. Пункт 105 км,  48  км ,  17  км ,,,,,,,,,,,
 17.,505901 .,Сборная,  52  км ,  13  км ,,,,,,,,,,,
 18.,505916 .,ОП Ост. Пункт 98 км,  56  км ,   9  км ,,,,,,,,,,,
 19.,505935 .,ОП Белянский,  60  км ,   5  км ,,,,,,,,,,,
 20.,506001 .,Родаково,  65  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 66) участок 48-068 ""ГЛАФИРОВКА - ЛУГАНСК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Глафировка,до ст. Луганск,,,,,,,,,,,
  1.,505329 .,ОП Глафировка,   0  км ,  29  км ,,,,,,,,,,,
  2.,505333 .,ОП О.п. 125 км,   2  км ,  27  км ,,,,,,,,,,,
  3.,505314 .,Пост 120 км,   7  км ,  22  км ,,,,,,,,,,,
  4.,505600 .,Конопляновка,  10  км ,  19  км ,,,,,,,,,,,
  5.,505615 .,ОП Грушка,  12  км ,  17  км ,,,,,,,,,,,
  6.,505622 .,ОП Ост. Пункт 14 км,  15  км ,  14  км ,,,,,,,,,,,
  7.,505634 .,ОП Роскошнянский,  17  км ,  12  км ,,,,,,,,,,,
  8.,505704 .,Борисовка,  18  км ,  11  км ,,,,,,,,,,,
  9.,505668 .,Разъезд 8 км,  21  км ,   8  км ,,,,,,,,,,,
 10.,505653 .,ОП Ост. Пункт 6 км,  22  км ,   7  км ,,,,,,,,,,,
 11.,507201 .,Лутовиновский Поселок,  26  км ,   3  км ,,,,,,,,,,,
 12.,507112 .,ОП Ост. Пункт 2 км,  27  км ,   2  км ,,,,,,,,,,,
 13.,507108 .,Луганск,  29  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 67) участок 48-069 ""ЛУТУГИНО - КОНОПЛЯНОВКА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Лутугино,до ст. Конопляновка,,,,,,,,,,,
  1.,505403 .,Лутугино,   0  км ,   3  км ,,,,,,,,,,,
  2.,505600 .,Конопляновка,   3  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 68) участок 48-071 ""СЕМЕЙКИНО-НОВОЕ - КОНДРАШЕВСКАЯ-НОВАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Семейкино-Новое,до ст. Кондрашевская-Новая,,,,,,,,,,,
  1.,508505 .,Семейкино-Новое,   0  км ,  47  км ,,,,,,,,,,,
  2.,508420 .,ОП Самсоновка,   6  км ,  41  км ,,,,,,,,,,,
  3.,508416 .,ОП Ост. Пункт 1011 км,  10  км ,  37  км ,,,,,,,,,,,
  4.,508435 .,ОП Братки,  14  км ,  33  км ,,,,,,,,,,,
  5.,508308 .,Новосветловский,  24  км ,  23  км ,,,,,,,,,,,
  6.,507663 .,ОП Моторный,  34  км ,  13  км ,,,,,,,,,,,
  7.,507659 .,ОП Ост. Пункт 984 км,  37  км ,  10  км ,,,,,,,,,,,
  8.,507644 .,ОП Станичный,  41  км ,   6  км ,,,,,,,,,,,
  9.,507638 .,ОП Локомотивный,  46  км ,   1  км ,,,,,,,,,,,
 10.,507606 .,Кондрашевская-Новая,  47  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 69) участок 48-072 ""КОНДРАШЕВСКАЯ-НОВАЯ - ГРАКОВКА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Кондрашевская-Новая,до ст. Граковка,,,,,,,,,,,
  1.,507606 .,Кондрашевская-Новая,   0  км , 193  км ,,,,,,,,,,,
  2.,507610 .,ОП Транзитный,   9  км , 184  км ,,,,,,,,,,,
  3.,507625 .,ОП Тепловский,  11  км , 182  км ,,,,,,,,,,,
  4.,507704 .,Огородный,  18  км , 175  км ,,,,,,,,,,,
  5.,507714 .,ОП Энергетический,  24  км , 169  км ,,,,,,,,,,,
  6.,507729 .,ОП Питомник,  29  км , 164  км ,,,,,,,,,,,
  7.,507733 .,ОП Молодость,  31  км , 162  км ,,,,,,,,,,,
  8.,507748 .,ОП Ост. Пункт 938 км,  37  км , 156  км ,,,,,,,,,,,
  9.,507803 .,Красноозеровка,  39  км , 154  км ,,,,,,,,,,,
 10.,507818 .,ОП Бахмутовка,  42  км , 151  км ,,,,,,,,,,,
 11.,507822 .,ОП Деменково,  45  км , 148  км ,,,,,,,,,,,
 12.,507837 .,ОП Ост. Пункт 927 км,  48  км , 145  км ,,,,,,,,,,,
 13.,507907 .,Новый Айдар,  52  км , 141  км ,,,,,,,,,,,
 14.,507911 .,ОП Ост. Пункт 920 км,  55  км , 138  км ,,,,,,,,,,,
 15.,507926 .,ОП Марсовский,  58  км , 135  км ,,,,,,,,,,,
 16.,507930 .,ОП Штормово,  64  км , 129  км ,,,,,,,,,,,
 17.,507945 .,ОП Переможный,  70  км , 123  км ,,,,,,,,,,,
 18.,507957 .,ОП Ост. Пункт 900 км,  74  км , 119  км ,,,,,,,,,,,
 19.,507964 .,ОП Плугатаровка,  78  км , 115  км ,,,,,,,,,,,
 20.,507979 .,Половинкино,  84  км , 109  км ,,,,,,,,,,,
 21.,508007 .,Старобельск,  90  км , 103  км ,,,,,,,,,,,
 22.,509264 .,ОП Уют,  96  км ,  97  км ,,,,,,,,,,,
 23.,509258 .,ОП Острогляд, 103  км ,  90  км ,,,,,,,,,,,
 24.,509245 .,ОП Ост. Пункт 868 км, 107  км ,  86  км ,,,,,,,,,,,
 25.,509230 .,ОП Чумбур, 111  км ,  82  км ,,,,,,,,,,,
 26.,509226 .,ОП Лубянка, 117  км ,  76  км ,,,,,,,,,,,
 27.,509211 .,ОП Ост. Пункт 853 км, 121  км ,  72  км ,,,,,,,,,,,
 28.,509181 .,Белокуракино, 125  км ,  68  км ,,,,,,,,,,,
 29.,509156 .,ОП Ост. Пункт 843 км, 131  км ,  62  км ,,,,,,,,,,,
 30.,509141 .,ОП Катран, 136  км ,  57  км ,,,,,,,,,,,
 31.,509137 .,ОП Ост. Пункт 836 км, 139  км ,  54  км ,,,,,,,,,,,
 32.,509122 .,ОП Киянов Перевал, 147  км ,  46  км ,,,,,,,,,,,
 33.,509118 .,ОП Ост. Пункт 826 км, 149  км ,  44  км ,,,,,,,,,,,
 34.,509103 .,Солидарный, 156  км ,  37  км ,,,,,,,,,,,
 35.,509048 .,ОП Урожайный, 167  км ,  26  км ,,,,,,,,,,,
 36.,509033 .,ОП Ост. Пункт 805 км, 170  км ,  23  км ,,,,,,,,,,,
 37.,509029 .,ОП Распасеевка, 174  км ,  19  км ,,,,,,,,,,,
 38.,509014 .,ОП Горицветный, 182  км ,  11  км ,,,,,,,,,,,
 39.,509005 .,Лантратовка, 186  км ,   7  км ,,,,,,,,,,,
 40.,508914 .,Граковка, 193  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 70) участок 48-073 ""КОНДРАШЕВСКАЯ-НОВАЯ - КОНДРАШЕВСКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Кондрашевская-Новая,до ст. Кондрашевская,,,,,,,,,,,
  1.,507606 .,Кондрашевская-Новая,   0  км ,   4  км ,,,,,,,,,,,
  2.,507678 .,ОП Локомотивный,   1  км ,   3  км ,,,,,,,,,,,
  3.,507358 .,Кондрашевская,   4  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 71) участок 48-074 ""ЛУГАНСК - ОЛЬХОВАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Луганск,до ст. Ольховая,,,,,,,,,,,
  1.,507108 .,Луганск,   0  км ,  27  км ,,,,,,,,,,,
  2.,507127 .,ОП Ост. Пункт 78 км,   1  км ,  26  км ,,,,,,,,,,,
  3.,507131 .,ОП Ост. Пункт 80 км,   3  км ,  24  км ,,,,,,,,,,,
  4.,507305 .,Луганск-Северный,   6  км ,  21  км ,,,,,,,,,,,
  5.,507319 .,ОП Ост. Пункт 85 км,   8  км ,  19  км ,,,,,,,,,,,
  6.,507324 .,ОП Веселенькая,   9  км ,  18  км ,,,,,,,,,,,
  7.,507339 .,Вергунка (рзд),  13  км ,  14  км ,,,,,,,,,,,
  8.,507343 .,ОП Донец,  17  км ,  10  км ,,,,,,,,,,,
  9.,507358 .,Кондрашевская,  19  км ,   8  км ,,,,,,,,,,,
 10.,507381 .,ОП О.п. 98 км,  21  км ,   6  км ,,,,,,,,,,,
 11.,507362 .,ОП Макаровский,  24  км ,   3  км ,,,,,,,,,,,
 12.,507377 .,ОП Валуйская,  25  км ,   2  км ,,,,,,,,,,,
 13.,507502 .,Ольховая,  27  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 72) участок 48-075 ""ЛУГАНСК - РОДАКОВО"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Луганск,до ст. Родаково,,,,,,,,,,,
  1.,507108 .,Луганск,   0  км ,  20  км ,,,,,,,,,,,
  2.,507019 .,ОП О.П. РЭП,   2  км ,  18  км ,,,,,,,,,,,
  3.,507004 .,Им. Кашпарова Н.А.,   3  км ,  17  км ,,,,,,,,,,,
  4.,506904 .,Техникум (рзд),   5  км ,  15  км ,,,,,,,,,,,
  5.,506815 .,ОП Александровка,   8  км ,  12  км ,,,,,,,,,,,
  6.,506800 .,Меловая,  11  км ,   9  км ,,,,,,,,,,,
  7.,506020 .,ОП Ост. Пункт 61 км,  15  км ,   5  км ,,,,,,,,,,,
  8.,506001 .,Родаково,  20  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 73) участок 48-076 ""РОДАКОВО - ДЕБАЛЬЦЕВО-СОРТИРОВОЧНОЕ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Родаково,до ст. Дебальцево-Сортировочное,,,,,,,,,,,
  1.,506001 .,Родаково,   0  км ,  51  км ,,,,,,,,,,,
  2.,506016 .,ОП Лотиково,   6  км ,  45  км ,,,,,,,,,,,
  3.,506105 .,Славяносербск,   9  км ,  42  км ,,,,,,,,,,,
  4.,506113 .,ОП Церковный,  15  км ,  36  км ,,,,,,,,,,,
  5.,506209 .,Коммунарск,  22  км ,  29  км ,,,,,,,,,,,
  6.,506302 .,Кипучая,  30  км ,  21  км ,,,,,,,,,,,
  7.,506509 .,Мануиловка,  36  км ,  15  км ,,,,,,,,,,,
  8.,506514 .,ОП Ост. Пункт 14 км,  42  км ,   9  км ,,,,,,,,,,,
  9.,506618 .,ОП Баронская,  44  км ,   7  км ,,,,,,,,,,,
 10.,500043 .,ОП Ост. Пункт 12 км,  45  км ,   6  км ,,,,,,,,,,,
 11.,500306 .,Депрерадовка,  48  км ,   3  км ,,,,,,,,,,,
 12.,500005 .,Дебальцево-Сортировочное,  51  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 74) участок 48-077 ""КИПУЧАЯ - ОВРАГИ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Кипучая,до ст. Родаково,до ст. Дебальцево-Сортировочное,,,,,,,,,,
  1.,506302 .,Кипучая,   0  км ,  30  км ,  21  км ,,,,,,,,,,
  2.,506406 .,Овраги,   9  км ,  39  км ,  30  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 75) участок 48-078 ""ДЕБАЛЬЦЕВО-СОРТИРОВОЧНОЕ - ЧЕРНУХИНО"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Дебальцево-Сортировочное,до ст. Чернухино,,,,,,,,,,,
  1.,500005 .,Дебальцево-Сортировочное,   0  км ,   6  км ,,,,,,,,,,,
  2.,503107 .,Чернухино,   6  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 76) участок 48-079 ""РОДАКОВО - ВЕНГЕРОВКА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Родаково,до ст. Венгеровка,,,,,,,,,,,
  1.,506001 .,Родаково,   0  км ,  58  км ,,,,,,,,,,,
  2.,506035 .,Разъезд 84 км,   5  км ,  53  км ,,,,,,,,,,,
  3.,506047 .,ОП Ост. Пункт 82 км,   6  км ,  52  км ,,,,,,,,,,,
  4.,496806 .,Зимогорье,   8  км ,  50  км ,,,,,,,,,,,
  5.,496810 .,ОП Ост. Пункт 77 км,  11  км ,  47  км ,,,,,,,,,,,
  6.,496825 .,ОП Хорошее,  15  км ,  43  км ,,,,,,,,,,,
  7.,496834 .,ОП Ост. Пункт 71 км,  18  км ,  40  км ,,,,,,,,,,,
  8.,496844 .,ОП Ост. Пункт 68 км,  21  км ,  37  км ,,,,,,,,,,,
  9.,496900 .,Сентяновка,  25  км ,  33  км ,,,,,,,,,,,
 10.,496914 .,ОП Водопровод,  30  км ,  28  км ,,,,,,,,,,,
 11.,497404 .,Сифонная,  34  км ,  24  км ,,,,,,,,,,,
 12.,497419 .,ОП Нежнянский,  39  км ,  19  км ,,,,,,,,,,,
 13.,497508 .,Шипилово (рзд),  44  км ,  14  км ,,,,,,,,,,,
 14.,497512 .,ОП Ост. Пункт 40 км,  48  км ,  10  км ,,,,,,,,,,,
 15.,497601 .,Светланово,  53  км ,   5  км ,,,,,,,,,,,
 16.,497813 .,Венгеровка,  58  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 77) участок 48-081 ""ВЕНГЕРОВКА - ПОПАСНАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Венгеровка,до ст. Попасная,,,,,,,,,,,
  1.,497813 .,Венгеровка,   0  км ,  14  км ,,,,,,,,,,,
  2.,497847 .,Камышеваха,   5  км ,   9  км ,,,,,,,,,,,
  3.,496026 .,ОП Кучмовка,   9  км ,   5  км ,,,,,,,,,,,
  4.,495907 .,Попасная II,  12  км ,   2  км ,,,,,,,,,,,
  5.,496007 .,Попасная,  14  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 78) участок 48-082 ""КАМЫШЕВАХА - СЕВЕРСК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Камышеваха,до ст. Северск,,,,,,,,,,,
  1.,497847 .,Камышеваха,   0  км ,  33  км ,,,,,,,,,,,
  2.,497724 .,ОП Ост. Пункт 7 км,   1  км ,  32  км ,,,,,,,,,,,
  3.,497710 .,ОП Ост. Пункт 4 км,   3  км ,  30  км ,,,,,,,,,,,
  4.,497705 .,Нырково,   7  км ,  26  км ,,,,,,,,,,,
  5.,495061 .,ОП Ост. Пункт 23 км,  10  км ,  23  км ,,,,,,,,,,,
  6.,495057 .,ОП Незаможный,  12  км ,  21  км ,,,,,,,,,,,
  7.,495042 .,ОП Ост. Пункт 17 км,  16  км ,  17  км ,,,,,,,,,,,
  8.,495038 .,ОП Выемка,  22  км ,  11  км ,,,,,,,,,,,
  9.,495004 .,Северск,  33  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 79) участок 48-083 ""СТУПКИ - КРАМАТОРСК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Ступки,до ст. Краматорск,,,,,,,,,,,
  1.,496401 .,Ступки,   0  км ,  46  км ,,,,,,,,,,,
  2.,491643 .,ОП Ост. Пункт 43 км,   3  км ,  43  км ,,,,,,,,,,,
  3.,491639 .,ОП Ост. Пункт 40 км,   6  км ,  40  км ,,,,,,,,,,,
  4.,491624 .,ОП Вальяновка,   8  км ,  38  км ,,,,,,,,,,,
  5.,491618 .,ОП Шамотная,  10  км ,  36  км ,,,,,,,,,,,
  6.,491605 .,Часов Яр,  16  км ,  30  км ,,,,,,,,,,,
  7.,491658 .,ОП Ост. Пункт 24 км,  22  км ,  24  км ,,,,,,,,,,,
