Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Львовской ж.д. (код дороги 35),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 35-001 ""САРНЫ - УДРИЦК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Сарны,до ст. Удрицк,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Львов,до ст. Мостиска II,,,,,,,,,,,
  1.,370006 .,Львов,   0  км ,  78  км ,,,,,,,,,,,
  2.,374685 .,ОП Ост. Пункт 5 парк,   3  км ,  75  км ,,,,,,,,,,,
  3.,374670 .,Рудно,   5  км ,  73  км ,,,,,,,,,,,
  4.,374666 .,ОП Зимнавода,   9  км ,  69  км ,,,,,,,,,,,
  5.,374651 .,ОП Суховоля,  11  км ,  67  км ,,,,,,,,,,,
  6.,374647 .,Мшана,  16  км ,  62  км ,,,,,,,,,,,
  7.,374632 .,ОП Цунев,  21  км ,  57  км ,,,,,,,,,,,
  8.,374628 .,Затока (рзд),  24  км ,  54  км ,,,,,,,,,,,
  9.,374613 .,ОП Каменоброд,  27  км ,  51  км ,,,,,,,,,,,
 10.,374609 .,Городок-Львовский,  33  км ,  45  км ,,,,,,,,,,,
 11.,374492 .,ОП Родатыче,  42  км ,  36  км ,,,,,,,,,,,
 12.,374416 .,ОП Княжий Мост,  49  км ,  29  км ,,,,,,,,,,,
 13.,374401 .,Судовая Вишня,  51  км ,  27  км ,,,,,,,,,,,
 14.,374312 .,ОП Заречье,  56  км ,  22  км ,,,,,,,,,,,
 15.,374331 .,ОП Хоросница,  60  км ,  18  км ,,,,,,,,,,,
 16.,374223 .,ОП Арламовская Воля,  64  км ,  14  км ,,,,,,,,,,,
 17.,374219 .,ОП Подгать,  66  км ,  12  км ,,,,,,,,,,,
 18.,374204 .,Мостиска I,  71  км ,   7  км ,,,,,,,,,,,
 19.,373517 .,ОП Тшенец,  76  км ,   2  км ,,,,,,,,,,,
 20.,373502 .,Мостиска II,  78  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 23) участок 35-023 ""ЛЬВОВ - САМБОР"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Львов,до ст. Самбор,,,,,,,,,,,
  1.,370006 .,Львов,   0  км ,  78  км ,,,,,,,,,,,
  2.,370307 .,Скнилов,   5  км ,  73  км ,,,,,,,,,,,
  3.,370311 .,Оброшин,  11  км ,  67  км ,,,,,,,,,,,
  4.,370326 .,Ставчаны,  17  км ,  61  км ,,,,,,,,,,,
  5.,370330 .,ОП Мостки,  21  км ,  57  км ,,,,,,,,,,,
  6.,376002 .,Любень-Великий,  28  км ,  50  км ,,,,,,,,,,,
  7.,376017 .,ОП Поречное,  32  км ,  46  км ,,,,,,,,,,,
  8.,375902 .,Комарно,  36  км ,  42  км ,,,,,,,,,,,
  9.,375917 .,ОП Хишевичи,  39  км ,  39  км ,,,,,,,,,,,
 10.,375921 .,Коропуж,  43  км ,  35  км ,,,,,,,,,,,
 11.,375936 .,ОП Ост. Пункт 39 км,  50  км ,  28  км ,,,,,,,,,,,
 12.,375809 .,Рудки,  51  км ,  27  км ,,,,,,,,,,,
 13.,375813 .,ОП Новоселки,  55  км ,  23  км ,,,,,,,,,,,
 14.,375828 .,ОП Хлопчици,  58  км ,  20  км ,,,,,,,,,,,
 15.,375832 .,ОП Конюшки,  63  км ,  15  км ,,,,,,,,,,,
 16.,375847 .,Калинов,  69  км ,   9  км ,,,,,,,,,,,
 17.,375705 .,Самбор,  78  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 24) участок 35-024 ""САМБОР - УЖГОРОД"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Самбор,до ст. Ужгород,,,,,,,,,,,
  1.,375705 .,Самбор,   0  км , 193  км ,,,,,,,,,,,
  2.,375635 .,ОП Стрелковичи,   7  км , 186  км ,,,,,,,,,,,
  3.,375620 .,Ваньковичи,  11  км , 182  км ,,,,,,,,,,,
  4.,375616 .,ОП Ост. Пункт 83 км,  15  км , 178  км ,,,,,,,,,,,
  5.,375601 .,Старый Самбор,  21  км , 172  км ,,,,,,,,,,,
  6.,375531 .,ОП Терешев-Спас,  25  км , 168  км ,,,,,,,,,,,
  7.,375527 .,ОП Бусовиско,  29  км , 164  км ,,,,,,,,,,,
  8.,375512 .,ОП Верхний Лужок,  32  км , 161  км ,,,,,,,,,,,
  9.,375546 .,Стрылки,  35  км , 158  км ,,,,,,,,,,,
 10.,375353 .,ОП Лопушанка,  39  км , 154  км ,,,,,,,,,,,
 11.,375349 .,Ясеница,  44  км , 149  км ,,,,,,,,,,,
 12.,375334 .,ОП Розлуч,  49  км , 144  км ,,,,,,,,,,,
 13.,375326 .,ОП Волосянка,  51  км , 142  км ,,,,,,,,,,,
 14.,375315 .,Бойкивская,  54  км , 139  км ,,,,,,,,,,,
 15.,375300 .,Явора,  59  км , 134  км ,,,,,,,,,,,
 16.,375207 .,Турка,  65  км , 128  км ,,,,,,,,,,,
 17.,375118 .,Яблонка,  71  км , 122  км ,,,,,,,,,,,
 18.,375226 .,ОП Нижний Туров,  75  км , 118  км ,,,,,,,,,,,
 19.,375230 .,Соколики,  80  км , 113  км ,,,,,,,,,,,
 20.,375245 .,ОП Беньково,  85  км , 108  км ,,,,,,,,,,,
 21.,382200 .,Сянки,  90  км , 103  км ,,,,,,,,,,,
