Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Южно-Уральской ж.д. (код дороги 80),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 80-001 ""КРОПАЧЕВО - БЕРДЯУШ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Кропачево,до ст. Бердяуш,,,,,,,,,,,
 41.,813205 .,Дубиновка, 168  км , 122  км ,,,,,,,,,,,
 42.,813116 .,ОП Ост. Пункт 149 км, 172  км , 118  км ,,,,,,,,,,,
 43.,813101 .,Кандуровка, 179  км , 111  км ,,,,,,,,,,,
 44.,813012 .,Желтая, 191  км ,  99  км ,,,,,,,,,,,
 45.,812931 .,ОП Ост. Пункт 123 км, 198  км ,  92  км ,,,,,,,,,,,
 46.,812927 .,ОП Ост. Пункт 117 км, 204  км ,  86  км ,,,,,,,,,,,
 47.,812912 .,ОП Ост. Пункт 110 км, 211  км ,  79  км ,,,,,,,,,,,
 48.,812908 .,Саракташ, 216  км ,  74  км ,,,,,,,,,,,
 49.,812838 .,ОП Ост. Пункт 99 км, 222  км ,  68  км ,,,,,,,,,,,
 50.,812823 .,ОП Ост. Пункт 94 км, 227  км ,  63  км ,,,,,,,,,,,
 51.,814693 .,ОП Ост. Пункт 93 км, 228  км ,  62  км ,,,,,,,,,,,
 52.,812842 .,ОП Ост. Пункт 90 км, 231  км ,  59  км ,,,,,,,,,,,
 53.,812819 .,ОП Ост. Пункт 89 км, 232  км ,  58  км ,,,,,,,,,,,
 54.,812895 .,ОП Ост. Пункт 88 км, 233  км ,  57  км ,,,,,,,,,,,
 55.,814689 .,ОП Ост. Пункт 86 км, 235  км ,  55  км ,,,,,,,,,,,
 56.,812857 .,ОП Ост. Пункт 85 км, 236  км ,  54  км ,,,,,,,,,,,
 57.,812804 .,Черный Отрог, 241  км ,  49  км ,,,,,,,,,,,
 58.,812734 .,ОП Музей Черномырдина, 244  км ,  46  км ,,,,,,,,,,,
 59.,814528 .,ОП Ост. Пункт 73 км, 248  км ,  42  км ,,,,,,,,,,,
 60.,812753 .,ОП Ост. Пункт 69 км, 252  км ,  38  км ,,,,,,,,,,,
 61.,812594 .,ОП Ост. Пункт 68 км, 253  км ,  37  км ,,,,,,,,,,,
 62.,812726 .,ОП Ост. Пункт 67 км, 254  км ,  36  км ,,,,,,,,,,,
 63.,812749 .,ОП Ост. Пункт 61 км, 258  км ,  32  км ,,,,,,,,,,,
 64.,812715 .,ОП Ост. Пункт 62 км, 259  км ,  31  км ,,,,,,,,,,,
 65.,814392 .,ОП Ост. Пункт 56 км, 265  км ,  25  км ,,,,,,,,,,,
 66.,812700 .,Чебеньки, 266  км ,  24  км ,,,,,,,,,,,
 67.,812575 .,ОП Ост. Пункт 54 км, 267  км ,  23  км ,,,,,,,,,,,
 68.,812611 .,ОП Ост. Пункт 51 км, 270  км ,  20  км ,,,,,,,,,,,
 69.,814388 .,ОП Ост. Пункт 48 км, 274  км ,  16  км ,,,,,,,,,,,
 70.,812607 .,Обг. Пункт № 202, 279  км ,  11  км ,,,,,,,,,,,
 71.,814551 .,ОП Ост. Пункт 42 км, 280  км ,  10  км ,,,,,,,,,,,
 72.,812541 .,ОП Ост. Пункт 38 км, 284  км ,   6  км ,,,,,,,,,,,
 73.,812486 .,ОП Ост. Пункт 35 км, 287  км ,   3  км ,,,,,,,,,,,
 74.,812503 .,Сакмарская, 290  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 22) участок 80-028 ""САКМАРСКАЯ - ОРЕНБУРГ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Сакмарская,до ст. Оренбург,,,,,,,,,,,
  1.,812503 .,Сакмарская,   0  км ,  31  км ,,,,,,,,,,,
  2.,812429 .,ОП Ост. Пункт 26 км,   5  км ,  26  км ,,,,,,,,,,,
  3.,812414 .,ОП Ост. Пункт 25 км,   6  км ,  25  км ,,,,,,,,,,,
  4.,812407 .,Обг. Пункт № 201,  12  км ,  19  км ,,,,,,,,,,,
  5.,811958 .,ОП Ост. Пункт 13 км,  18  км ,  13  км ,,,,,,,,,,,
  6.,811943 .,ОП Ост. Пункт 10 км,  21  км ,  10  км ,,,,,,,,,,,
  7.,811977 .,ОП Ост. Пункт 8 км,  23  км ,   8  км ,,,,,,,,,,,
  8.,811939 .,ОП Оренбург-Восточный,  25  км ,   6  км ,,,,,,,,,,,
  9.,811924 .,ОП Ост. Пункт 5 км,  26  км ,   5  км ,,,,,,,,,,,
 10.,811905 .,Оренбург,  31  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 23) участок 80-029 ""САКМАРСКАЯ - МУРАПТАЛОВО (Куйбышевской ж.д.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Сакмарская,до ст. Мурапталово,,,,,,,,,,,
  1.,812503 .,Сакмарская,   0  км ,  74  км ,,,,,,,,,,,
  2.,812471 .,ОП Ост. Пункт 362 км,   6  км ,  68  км ,,,,,,,,,,,
  3.,812583 .,ОП Ост. Пункт 361 км,   7  км ,  67  км ,,,,,,,,,,,
  4.,812518 .,Разъезд 58 км,  16  км ,  58  км ,,,,,,,,,,,
  5.,812452 .,ОП Ост. Пункт 348 км,  20  км ,  54  км ,,,,,,,,,,,
  6.,812448 .,ОП Ост. Пункт 340 км,  28  км ,  46  км ,,,,,,,,,,,
  7.,812522 .,Разъезд 38 км,  36  км ,  38  км ,,,,,,,,,,,
  8.,812537 .,Разъезд 24 км,  50  км ,  24  км ,,,,,,,,,,,
  9.,653639 .,Мурапталово,  74  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 24) участок 80-030 ""ОРЕНБУРГ - КАНИСАЙ (РЗД) (ЭКСП.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Оренбург,до ст. Илецк I (эксп.),,,,,,,,,,,
  1.,811905 .,Оренбург,   0  км ,  77  км ,,,,,,,,,,,
  2.,811916 .,ОП Ост. Пункт 1519 км,   3  км ,  74  км ,,,,,,,,,,,
  3.,812005 .,Меновой Двор,   8  км ,  69  км ,,,,,,,,,,,
  4.,812011 .,Ветелки (рзд),  15  км ,  62  км ,,,,,,,,,,,
  5.,812109 .,Разъезд № 20,  22  км ,  55  км ,,,,,,,,,,,
  6.,812202 .,Донгузская,  30  км ,  47  км ,,,,,,,,,,,
  7.,812217 .,Разъезд № 21,  39  км ,  38  км ,,,,,,,,,,,
  8.,812221 .,Розенберг (рзд),  47  км ,  30  км ,,,,,,,,,,,
  9.,812306 .,Маячная,  56  км ,  21  км ,,,,,,,,,,,
 10.,812310 .,Боевая Гора (рзд),  62  км ,  15  км ,,,,,,,,,,,
 11.,812325 .,Канисай (рзд),  69  км ,   8  км ,,,,,,,,,,,
 12.,813008 .,Канисай (рзд) (эксп.),  77  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 25) участок 80-031 ""ОРЕНБУРГ - КРАСНОГВАРДЕЕЦ II"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Оренбург,до ст. Красногвардеец II,,,,,,,,,,,
  1.,811905 .,Оренбург,   0  км , 229  км ,,,,,,,,,,,
  2.,811996 .,ОП Красный Городок,   3  км , 226  км ,,,,,,,,,,,
  3.,811888 .,ОП Ост. Пункт 1512 км,   4  км , 225  км ,,,,,,,,,,,
  4.,811873 .,ОП Берды,   6  км , 223  км ,,,,,,,,,,,
  5.,811869 .,Ленинский Луч (обп),   7  км , 222  км ,,,,,,,,,,,
  6.,811854 .,ОП Ост. Пункт 1506 км,   9  км , 220  км ,,,,,,,,,,,
  7.,811835 .,ОП Ост. Пункт 1501 км,  15  км , 214  км ,,,,,,,,,,,
  8.,811820 .,ОП Ост. Пункт 1499 км,  17  км , 212  км ,,,,,,,,,,,
  9.,811801 .,Каргала,  21  км , 208  км ,,,,,,,,,,,
 10.,811712 .,ОП Ост. Пункт 1479 км,  36  км , 193  км ,,,,,,,,,,,
 11.,811750 .,Сырт,  47  км , 182  км ,,,,,,,,,,,
 12.,811657 .,ОП Ост. Пункт 1459 км,  56  км , 173  км ,,,,,,,,,,,
 13.,811680 .,ОП Ост. Пункт 1445 км,  69  км , 160  км ,,,,,,,,,,,
 14.,811604 .,Переволоцкая,  72  км , 157  км ,,,,,,,,,,,
 15.,811520 .,ОП Ост. Пункт 1432 км,  83  км , 146  км ,,,,,,,,,,,
 16.,811515 .,ОП Ост. Пункт 1427 км,  88  км , 141  км ,,,,,,,,,,,
 17.,811500 .,Платовка,  94  км , 135  км ,,,,,,,,,,,
 18.,811430 .,ОП Ост. Пункт 1417 км,  97  км , 132  км ,,,,,,,,,,,
 19.,811445 .,ОП Ост. Пункт 1413 км, 101  км , 128  км ,,,,,,,,,,,
 20.,811426 .,ОП Ост. Пункт 1409 км, 105  км , 124  км ,,,,,,,,,,,
 21.,811411 .,ОП Ост. Пункт 1404 км, 111  км , 118  км ,,,,,,,,,,,
 22.,811407 .,Новосергиевская, 117  км , 112  км ,,,,,,,,,,,
 23.,811341 .,ОП Ост. Пункт 1394 км, 120  км , 109  км ,,,,,,,,,,,
 24.,811337 .,ОП Ост. Пункт 1391 км, 123  км , 106  км ,,,,,,,,,,,
 25.,811322 .,ОП Ост. Пункт 1390 км, 125  км , 104  км ,,,,,,,,,,,
 26.,811360 .,ОП Ост. Пункт 1386 км, 131  км ,  98  км ,,,,,,,,,,,
 27.,811318 .,ОП Ост. Пункт 1383 км, 133  км ,  96  км ,,,,,,,,,,,
 28.,811356 .,ОП Ост. Пункт 1381 км, 135  км ,  94  км ,,,,,,,,,,,
 29.,811290 .,Гамалеевка, 143  км ,  86  км ,,,,,,,,,,,
 30.,811252 .,ОП Ост. Пункт 1367 км, 149  км ,  80  км ,,,,,,,,,,,
 31.,811248 .,ОП Ост. Пункт 1363 км, 153  км ,  76  км ,,,,,,,,,,,
 32.,811233 .,ОП Ост. Пункт 1360 км, 156  км ,  73  км ,,,,,,,,,,,
 33.,811229 .,ОП Ост. Пункт 1357 км, 158  км ,  71  км ,,,,,,,,,,,
 34.,811267 .,ОП Ост. Пункт 1354 км, 161  км ,  68  км ,,,,,,,,,,,
 35.,811286 .,ОП Ост. Пункт 1353 км, 162  км ,  67  км ,,,,,,,,,,,
 36.,811214 .,ОП Ост. Пункт 1352 км, 163  км ,  66  км ,,,,,,,,,,,
 37.,811201 .,Сорочинская, 169  км ,  60  км ,,,,,,,,,,,
 38.,811144 .,ОП Ост. Пункт 1342 км, 173  км ,  56  км ,,,,,,,,,,,
 39.,811178 .,ОП Ост. Пункт 1338 км, 177  км ,  52  км ,,,,,,,,,,,
 40.,811135 .,ОП Ост. Пункт 1335 км, 181  км ,  48  км ,,,,,,,,,,,
 41.,811125 .,ОП Ост. Пункт 1332 км, 184  км ,  45  км ,,,,,,,,,,,
 42.,818656 .,ОП Ост. Пункт 1330 км, 185  км ,  44  км ,,,,,,,,,,,
 43.,811159 .,ОП Ост. Пункт 1326 км, 190  км ,  39  км ,,,,,,,,,,,
 44.,811110 .,ОП Ост. Пункт 1325 км, 191  км ,  38  км ,,,,,,,,,,,
 45.,811106 .,Тоцкая, 196  км ,  33  км ,,,,,,,,,,,
 46.,811055 .,ОП Ост. Пункт 1316 км, 200  км ,  29  км ,,,,,,,,,,,
 47.,804117 .,ОП Ост. Пункт 1314 км, 202  км ,  27  км ,,,,,,,,,,,
 48.,811040 .,ОП Ост. Пункт 1311 км, 205  км ,  24  км ,,,,,,,,,,,
 49.,811271 .,ОП Ост. Пункт 1309 км, 207  км ,  22  км ,,,,,,,,,,,
 50.,811036 .,ОП Ост. Пункт 1304 км, 212  км ,  17  км ,,,,,,,,,,,
 51.,811021 .,ОП Ост. Пункт 1299 км, 217  км ,  12  км ,,,,,,,,,,,
 52.,811017 .,ОП Ост. Пункт 1295 км, 220  км ,   9  км ,,,,,,,,,,,
 53.,804121 .,ОП Ост. Пункт 1290 км, 221  км ,   8  км ,,,,,,,,,,,
 54.,811002 .,Погромное, 222  км ,   7  км ,,,,,,,,,,,
 55.,810705 .,Красногвардеец II, 229  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 26) участок 80-032 ""КРАСНОГВАРДЕЕЦ II - КИНЕЛЬ (Куйбышевской ж.д.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Красногвардеец II,до ст. Кинель,,,,,,,,,,,
  1.,810705 .,Красногвардеец II,   0  км , 148  км ,,,,,,,,,,,
  2.,810902 .,Красногвардеец,   4  км , 144  км ,,,,,,,,,,,
  3.,810086 .,ОП Ост. Пункт 1278 км,   9  км , 139  км ,,,,,,,,,,,
  4.,810828 .,ОП Ост. Пункт 1275 км,  12  км , 136  км ,,,,,,,,,,,
  5.,810813 .,ОП Ост. Пункт 1272 км,  15  км , 133  км ,,,,,,,,,,,
  6.,810832 .,ОП Ост. Пункт 1277 км,  16  км , 132  км ,,,,,,,,,,,
  7.,810809 .,Бузулук,  17  км , 131  км ,,,,,,,,,,,
  8.,810739 .,ОП Ост. Пункт 1262 км,  25  км , 123  км ,,,,,,,,,,,
  9.,810724 .,Елшанка,  29  км , 119  км ,,,,,,,,,,,
 10.,810710 .,ОП Ост. Пункт 1252 км,  35  км , 113  км ,,,,,,,,,,,
 11.,810796 .,ОП Ост. Пункт 1248 км,  38  км , 110  км ,,,,,,,,,,,
 12.,810688 .,Колтубанка,  43  км , 105  км ,,,,,,,,,,,
 13.,810669 .,ОП Ост. Пункт 1237 км,  49  км ,  99  км ,,,,,,,,,,,
 14.,810654 .,ОП Ост. Пункт 1236 км,  50  км ,  98  км ,,,,,,,,,,,
 15.,810644 .,ОП Ост. Пункт 1235 км,  51  км ,  97  км ,,,,,,,,,,,
 16.,810635 .,ОП Ост. Пункт 1234 км,  52  км ,  96  км ,,,,,,,,,,,
 17.,810620 .,Лес (обп),  58  км ,  90  км ,,,,,,,,,,,
 18.,810616 .,ОП Ост. Пункт 1224 км,  62  км ,  86  км ,,,,,,,,,,,
 19.,810601 .,Неприк,  68  км ,  80  км ,,,,,,,,,,,
 20.,810531 .,ОП Ост. Пункт 1208 км,  77  км ,  71  км ,,,,,,,,,,,
 21.,810527 .,ОП Ост. Пункт 1203 км,  82  км ,  66  км ,,,,,,,,,,,
 22.,810512 .,ОП Ост. Пункт 1202 км,  84  км ,  64  км ,,,,,,,,,,,
 23.,810550 .,Заливная,  87  км ,  61  км ,,,,,,,,,,,
 24.,810419 .,ОП Ост. Пункт 1192 км,  93  км ,  55  км ,,,,,,,,,,,
 25.,810404 .,Богатое,  97  км ,  51  км ,,,,,,,,,,,
 26.,810353 .,ОП Ост. Пункт 1181 км, 106  км ,  42  км ,,,,,,,,,,,
 27.,810349 .,ОП Ост. Пункт 1177 км, 110  км ,  38  км ,,,,,,,,,,,
 28.,810387 .,ОП Ост. Пункт 1168 км, 111  км ,  37  км ,,,,,,,,,,,
 29.,810334 .,Грачевка, 115  км ,  33  км ,,,,,,,,,,,
 30.,810325 .,ОП Ост. Пункт 1164 км, 123  км ,  25  км ,,,,,,,,,,,
 31.,810372 .,ОП Ост. Пункт 1162 км, 124  км ,  24  км ,,,,,,,,,,,
 32.,810315 .,Тростянка, 128  км ,  20  км ,,,,,,,,,,,
 33.,810391 .,Спиридоновка, 137  км ,  11  км ,,,,,,,,,,,
 34.,657305 .,Кинель, 148  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 27) участок 80-033 ""КРАСНОГВАРДЕЕЦ II - НОВОПЕРЕЛЮБСКАЯ (Приволжской ж.д.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Красногвардеец II,до ст. Новоперелюбская,,,,,,,,,,,
  1.,810705 .,Красногвардеец II,   0  км , 205  км ,,,,,,,,,,,
  2.,810599 .,ОП Ост. Пункт 99 км,   7  км , 198  км ,,,,,,,,,,,
  3.,810584 .,ОП Ост. Пункт 106 км,  14  км , 191  км ,,,,,,,,,,,
  4.,810921 .,Лабазы (обп),  15  км , 190  км ,,,,,,,,,,,
  5.,810578 .,ОП Ост. Пункт 119 км,  28  км , 177  км ,,,,,,,,,,,
  6.,810936 .,Курманаевка (рзд),  29  км , 176  км ,,,,,,,,,,,
  7.,810565 .,ОП Ост. Пункт 124 км,  33  км , 172  км ,,,,,,,,,,,
  8.,810546 .,ОП Ост. Пункт 137 км,  45  км , 160  км ,,,,,,,,,,,
  9.,810940 .,Кретовка (обп),  49  км , 156  км ,,,,,,,,,,,
 10.,810897 .,ОП Ост. Пункт 142 км,  50  км , 155  км ,,,,,,,,,,,
 11.,810885 .,ОП Ост. Пункт 147 км,  55  км , 150  км ,,,,,,,,,,,
 12.,810870 .,ОП Ост. Пункт 152 км,  60  км , 145  км ,,,,,,,,,,,
 13.,810955 .,Обг. Пункт 231 км,  66  км , 139  км ,,,,,,,,,,,
 14.,810963 .,ОП Ост. Пункт 229 км,  68  км , 137  км ,,,,,,,,,,,
 15.,810866 .,ОП Ост. Пункт 166 км,  73  км , 132  км ,,,,,,,,,,,
 16.,810851 .,ОП Ост. Пункт 172 км,  79  км , 126  км ,,,,,,,,,,,
 17.,819004 .,Тюльпан,  80  км , 125  км ,,,,,,,,,,,
 18.,810847 .,ОП Ост. Пункт 185 км,  92  км , 113  км ,,,,,,,,,,,
 19.,810974 .,Большеиргизский(обп), 104  км , 101  км ,,,,,,,,,,,
 20.,810989 .,Кинзягулово (обп), 119  км ,  86  км ,,,,,,,,,,,
 21.,810781 .,ОП Ост. Пункт 225 км, 133  км ,  72  км ,,,,,,,,,,,
 22.,818800 .,Черниговка, 140  км ,  65  км ,,,,,,,,,,,
 23.,810777 .,ОП Ост. Пункт 239 км, 147  км ,  58  км ,,,,,,,,,,,
 24.,810762 .,ОП Ост. Пункт 254 км, 162  км ,  43  км ,,,,,,,,,,,
 25.,811074 .,Новый Камелик (обп), 166  км ,  39  км ,,,,,,,,,,,
 26.,810758 .,ОП Ост. Пункт 262 км, 170  км ,  35  км ,,,,,,,,,,,
 27.,810743 .,ОП Ост. Пункт 276 км, 184  км ,  21  км ,,,,,,,,,,,
 28.,811069 .,Осинодольский (обп), 186  км ,  19  км ,,,,,,,,,,,
 29.,810673 .,ОП Ост. Пункт 291 км, 199  км ,   6  км ,,,,,,,,,,,
 30.,628105 .,Новоперелюбская, 205  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 28) участок 80-034 ""ВЯЗОВАЯ - КАТАВ-ИВАНОВСК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Вязовая,до ст. Катав-Ивановск,,,,,,,,,,,
  1.,807903 .,Вязовая,   0  км ,  37  км ,,,,,,,,,,,
  2.,808118 .,ОП Ост. Пункт 6 км,   6  км ,  31  км ,,,,,,,,,,,
  3.,808207 .,Красная Горка,  16  км ,  21  км ,,,,,,,,,,,
  4.,808211 .,ОП Ост. Пункт 20 км,  20  км ,  17  км ,,,,,,,,,,,
  5.,808300 .,Половинка-Катавская,  30  км ,   7  км ,,,,,,,,,,,
  6.,808315 .,ОП Запрудовка,  34  км ,   3  км ,,,,,,,,,,,
  7.,808404 .,Катав-Ивановск,  37  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 29) участок 80-035 ""БЕРДЯУШ - БАКАЛ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Бердяуш,до ст. Бакал,,,,,,,,,,,
  1.,806606 .,Бердяуш,   0  км ,  52  км ,,,,,,,,,,,
  2.,806708 .,Речная,  14  км ,  38  км ,,,,,,,,,,,
  3.,806803 .,Сатка,  24  км ,  28  км ,,,,,,,,,,,
  4.,806856 .,Рудничное (рзд),  40  км ,  12  км ,,,,,,,,,,,
  5.,806907 .,Бакал,  52  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 30) участок 80-037 ""МИАСС I - УЧАЛЫ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Миасс I,до ст. Учалы,,,,,,,,,,,
  1.,805302 .,Миасс I,   0  км ,  97  км ,,,,,,,,,,,
  2.,805571 .,Миасс II,   4  км ,  93  км ,,,,,,,,,,,
  3.,805567 .,ОП Ост. Пункт 9 км,   8  км ,  89  км ,,,,,,,,,,,
  4.,805514 .,ОП Ост. Пункт 17 км,  16  км ,  81  км ,,,,,,,,,,,
  5.,805529 .,Устиново,  24  км ,  73  км ,,,,,,,,,,,
  6.,805533 .,ОП Ост. Пункт 29 км,  28  км ,  69  км ,,,,,,,,,,,
  7.,805548 .,ОП Ост. Пункт 35 км,  34  км ,  63  км ,,,,,,,,,,,
  8.,805552 .,ОП Алтын-Таш,  45  км ,  52  км ,,,,,,,,,,,
  9.,805603 .,Курамино,  54  км ,  43  км ,,,,,,,,,,,
 10.,805618 .,ОП Ост. Пункт 64 км,  64  км ,  33  км ,,,,,,,,,,,
 11.,805622 .,ОП Ост. Пункт 68 км,  68  км ,  29  км ,,,,,,,,,,,
 12.,805406 .,Шартымка (рзд),  77  км ,  20  км ,,,,,,,,,,,
 13.,805641 .,ОП Ост. Пункт 87 км,  88  км ,   9  км ,,,,,,,,,,,
 14.,805707 .,Учалы,  97  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 31) участок 80-038 ""МЕЖОЗЕРНАЯ - МЕТАЛЛУРГИЧЕСКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Межозерная,до ст. Металлургическая,до ст. Чурилово,,,,,,,,,,
  1.,801918 .,Межозерная,   0  км ,  12  км ,   5  км ,,,,,,,,,,
  2.,801208 .,Металлургическая,  12  км ,   0  км ,  17  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 32) участок 80-039 ""ЧЕЛЯБИНСК-ГЛАВНЫЙ - ЧЕЛЯБИНСК-ГРУЗОВОЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Челябинск-Главный,до ст. Челябинск-Грузовой,,,,,,,,,,,
  1.,800008 .,Челябинск-Главный,   0  км ,   6  км ,,,,,,,,,,,
  2.,800101 .,Челябинск-Грузовой,   6  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 33) участок 80-040 ""КЫШТЫМ - ПИРИТ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Кыштым,до ст. Пирит,,,,,,,,,,,
  1.,802501 .,Кыштым,   0  км ,  45  км ,,,,,,,,,,,
  2.,802516 .,Графитовая,   4  км ,  41  км ,,,,,,,,,,,
  3.,802520 .,ОП Ост. Пункт 7 км,   7  км ,  38  км ,,,,,,,,,,,
  4.,802713 .,ОП Ост. Пункт 15 км,  14  км ,  31  км ,,,,,,,,,,,
  5.,802797 .,ОП Ост. Пункт 17 км,  17  км ,  28  км ,,,,,,,,,,,
  6.,802728 .,ОП Рипус,  21  км ,  24  км ,,,,,,,,,,,
  7.,802747 .,ОП Ост. Пункт 28 км,  27  км ,  18  км ,,,,,,,,,,,
  8.,802751 .,ОП Ост. Пункт 34 км,  33  км ,  12  км ,,,,,,,,,,,
  9.,802785 .,ОП Ост. Пункт 40 км,  40  км ,   5  км ,,,,,,,,,,,
 10.,802802 .,Пирит,  45  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 34) участок 80-041 ""БИЖЕЛЯК (РЗД) - НОВОГОРНАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Бижеляк (рзд),до ст. Электростанция,,,,,,,,,,,
  1.,802925 .,Бижеляк (рзд),   0  км ,  65  км ,,,,,,,,,,,
  2.,803006 .,Новогорная,   8  км ,  73  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 35) участок 80-042 ""ФОРМАЧЕВО - ЮЖНОУРАЛЬСК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Формачево,до ст. Еманжелинск,,,,,,,,,,,
  1.,804206 .,Формачево,   0  км ,  29  км ,,,,,,,,,,,
  2.,804307 .,Южноуральск,   9  км ,  38  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 36) участок 80-043 ""МАУК - ПУРГИНО (РЗД)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Маук,до ст. Электростанция,,,,,,,,,,,
  1.,802304 .,Маук,   0  км , 107  км ,,,,,,,,,,,
  2.,802412 .,Пургино (рзд),  14  км , 121  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 37) участок 80-044 ""РАЗЪЕЗД № 22 - СИБАЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Разъезд № 22,до ст. Сибай,,,,,,,,,,,
  1.,817623 .,Разъезд № 22,   0  км , 102  км ,,,,,,,,,,,
  2.,817901 .,Цементный Завод,   2  км , 100  км ,,,,,,,,,,,
  3.,817916 .,Магнитогорск-Пассажирский,   7  км ,  95  км ,,,,,,,,,,,
  4.,818001 .,Красная Башкирия,  19  км ,  83  км ,,,,,,,,,,,
  5.,818073 .,ОП Ост. Пункт 39 км,  21  км ,  81  км ,,,,,,,,,,,
  6.,818020 .,ОП Ост. Пункт 34 км,  26  км ,  76  км ,,,,,,,,,,,
  7.,818069 .,ОП Ост. Пункт 33 км,  27  км ,  75  км ,,,,,,,,,,,
  8.,818105 .,Пещерная,  35  км ,  67  км ,,,,,,,,,,,
  9.,818088 .,ОП Ост. Пункт 46 км,  39  км ,  63  км ,,,,,,,,,,,
 10.,818092 .,ОП Ост. Пункт 52 км,  45  км ,  57  км ,,,,,,,,,,,
 11.,818124 .,Сухое Озеро,  51  км ,  51  км ,,,,,,,,,,,
 12.,818114 .,ОП Ост. Пункт 63 км,  56  км ,  46  км ,,,,,,,,,,,
 13.,818139 .,ОП Ост. Пункт 70 км,  63  км ,  39  км ,,,,,,,,,,,
 14.,818209 .,Альмухамедово,  67  км ,  35  км ,,,,,,,,,,,
 15.,818213 .,ОП Ост. Пункт 82 км,  75  км ,  27  км ,,,,,,,,,,,
 16.,818247 .,ОП Ост. Пункт 86 км,  79  км ,  23  км ,,,,,,,,,,,
 17.,818228 .,ОП Ост. Пункт 93 км,  86  км ,  16  км ,,,,,,,,,,,
 18.,818232 .,ОП Ост. Пункт 99 км,  92  км ,  10  км ,,,,,,,,,,,
 19.,818251 .,ОП Ост. Пункт 106 км,  99  км ,   3  км ,,,,,,,,,,,
 20.,818302 .,Сибай, 102  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 38) участок 80-045 ""ОРСК - РУДНЫЙ КЛАД"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Орск,до ст. Рудный Клад,до ст. Никель,,,,,,,,,,
  1.,810006 .,Орск,   0  км , 192  км ,  10  км ,,,,,,,,,,
  2.,810014 .,ОП Ост. Пункт 2 км,   2  км , 190  км ,  12  км ,,,,,,,,,,
  3.,810071 .,ОП Ост. Пункт 3 км,   3  км , 189  км ,  13  км ,,,,,,,,,,
