Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Приволжской ж.д. (код дороги 61),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 61-001 ""БЛАГОДАТКА (Юго-Восточной ж.д.) - АТКАРСК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Благодатка,до ст. Аткарск,,,,,,,,,,,
 11.,625200 .,Юльевка,  82  км ,  66  км ,,,,,,,,,,,
 12.,625215 .,Ратная,  93  км ,  55  км ,,,,,,,,,,,
 13.,625304 .,Иргиз, 124  км ,  24  км ,,,,,,,,,,,
 14.,627704 .,Пугачевск, 148  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  7) участок 61-007 ""ВОЛЬСК II - ВОЛЬСК I"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Вольск II,до ст. Сенная,до ст. Пугачевск,,,,,,,,,,
  1.,624903 .,Вольск II,   0  км ,  26  км , 122  км ,,,,,,,,,,
  2.,624806 .,Привольская,   4  км ,  30  км , 126  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
"  8) участок 61-008 ""ПУГАЧЕВСК - ЧАГРА (Куйбышевской ж.д.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Пугачевск,до ст. Чагра,,,,,,,,,,,
  1.,627704 .,Пугачевск,   0  км ,  91  км ,,,,,,,,,,,
  2.,627719 .,Большая Таволожка,  23  км ,  68  км ,,,,,,,,,,,
  3.,627901 .,Тополек,  43  км ,  48  км ,,,,,,,,,,,
  4.,627916 .,ОП Бартеневка,  57  км ,  34  км ,,,,,,,,,,,
  5.,627920 .,Ишково (рзд),  67  км ,  24  км ,,,,,,,,,,,
  6.,639104 .,Чагра,  91  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  9) участок 61-009 ""ПУГАЧЕВСК - ЕРШОВ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Пугачевск,до ст. Ершов,,,,,,,,,,,
  1.,627704 .,Пугачевск,   0  км ,  94  км ,,,,,,,,,,,
  2.,627530 .,Блокпост 92 км,   2  км ,  92  км ,,,,,,,,,,,
  3.,627526 .,ОП Мелиоратор,   6  км ,  88  км ,,,,,,,,,,,
  4.,627511 .,Разъезд 82 км,  12  км ,  82  км ,,,,,,,,,,,
  5.,627507 .,Рукополь,  27  км ,  67  км ,,,,,,,,,,,
  6.,627422 .,Разъезд 58 км,  36  км ,  58  км ,,,,,,,,,,,
  7.,627418 .,Разъезд 47 км,  47  км ,  47  км ,,,,,,,,,,,
  8.,627437 .,ОП Римско-Корсаковка,  61  км ,  33  км ,,,,,,,,,,,
  9.,627225 .,Разъезд 22 км,  72  км ,  22  км ,,,,,,,,,,,
 10.,627210 .,ОП Октябрьский,  83  км ,  11  км ,,,,,,,,,,,
 11.,627206 .,Ершов,  94  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 10) участок 61-010 ""ПУГАЧЕВСК - НОВОПЕРЕЛЮБСКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Пугачевск,до ст. Новоперелюбская,,,,,,,,,,,
  1.,627704 .,Пугачевск,   0  км ,  92  км ,,,,,,,,,,,
  2.,627723 .,ОП Пугачевск II,   4  км ,  88  км ,,,,,,,,,,,
  3.,627738 .,Преображенка (обп),  15  км ,  77  км ,,,,,,,,,,,
  4.,627742 .,Порубежка (обп),  35  км ,  57  км ,,,,,,,,,,,
  5.,628020 .,Клевенка,  58  км ,  34  км ,,,,,,,,,,,
  6.,628016 .,Обг. Пункт 79 км,  78  км ,  14  км ,,,,,,,,,,,
  7.,628105 .,Новоперелюбская,  92  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 11) участок 61-012 ""РАЗЪЕЗД 22 КМ - КУШУМСКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Разъезд 22 км,до ст. Пугачевск,,,,,,,,,,,
  1.,627225 .,Разъезд 22 км,   0  км ,  72  км ,,,,,,,,,,,
  2.,627302 .,Кушумская,  31  км , 103  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 12) участок 61-014 ""ЕРШОВ - УРБАХ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Ершов,до ст. Урбах,,,,,,,,,,,
  1.,627206 .,Ершов,   0  км ,  93  км ,,,,,,,,,,,
  2.,627117 .,Жулидово,  15  км ,  78  км ,,,,,,,,,,,
  3.,627102 .,Плес,  35  км ,  58  км ,,,,,,,,,,,
  4.,627009 .,Мокроус,  55  км ,  38  км ,,,,,,,,,,,
  5.,626311 .,Еруслан,  68  км ,  25  км ,,,,,,,,,,,
  6.,626307 .,Урбах,  93  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 13) участок 61-015 ""УРБАХ - КРАСНЫЙ КУТ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Урбах,до ст. Красный Кут,,,,,,,,,,,
  1.,626307 .,Урбах,   0  км ,  33  км ,,,,,,,,,,,
  2.,626326 .,ОП Кобзаревский,   8  км ,  25  км ,,,,,,,,,,,
  3.,626330 .,Зорино,  17  км ,  16  км ,,,,,,,,,,,
  4.,626345 .,Лозиновский (рзд),  24  км ,   9  км ,,,,,,,,,,,
  5.,626504 .,Красный Кут,  33  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 14) участок 61-016 ""КРАСНЫЙ КУТ - АЛЕКСАНДРОВ ГАЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Красный Кут,до ст. Александров Гай,,,,,,,,,,,
  1.,626504 .,Красный Кут,   0  км , 151  км ,,,,,,,,,,,
  2.,626519 .,ОП Тимофеево,  20  км , 131  км ,,,,,,,,,,,
  3.,626701 .,Питерка,  53  км ,  98  км ,,,,,,,,,,,
  4.,626716 .,ОП Малоузенск,  74  км ,  77  км ,,,,,,,,,,,
  5.,626805 .,Новоузенск, 108  км ,  43  км ,,,,,,,,,,,
  6.,626811 .,ОП Камышки, 134  км ,  17  км ,,,,,,,,,,,
  7.,626909 .,Александров Гай, 151  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 15) участок 61-017 ""КРАСНЫЙ КУТ - ВЕРХНИЙ БАСКУНЧАК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Красный Кут,до ст. Верхний Баскунчак,,,,,,,,,,,
  1.,626504 .,Красный Кут,   0  км , 306  км ,,,,,,,,,,,
  2.,619229 .,Хлебный (рзд),  10  км , 296  км ,,,,,,,,,,,
  3.,619214 .,Усатовский (рзд),  18  км , 288  км ,,,,,,,,,,,
  4.,619248 .,Лепехинская,  34  км , 272  км ,,,,,,,,,,,
  5.,619110 .,Глубинный (рзд),  50  км , 256  км ,,,,,,,,,,,
  6.,619106 .,Гмелинская,  66  км , 240  км ,,,,,,,,,,,
  7.,619021 .,Цветочный (рзд),  83  км , 223  км ,,,,,,,,,,,
  8.,619017 .,Савинский (рзд),  94  км , 212  км ,,,,,,,,,,,
  9.,619002 .,Палласовка, 102  км , 204  км ,,,,,,,,,,,
 10.,618917 .,Калашниковский (рзд), 120  км , 186  км ,,,,,,,,,,,
 11.,618921 .,Кайсацкая, 136  км , 170  км ,,,,,,,,,,,
 12.,618813 .,Коммунистический (рзд), 155  км , 151  км ,,,,,,,,,,,
 13.,618809 .,Джаныбек, 172  км , 134  км ,,,,,,,,,,,
 14.,618724 .,Ингеловский (рзд), 190  км , 116  км ,,,,,,,,,,,
 15.,618711 .,Голубой (рзд), 196  км , 110  км ,,,,,,,,,,,
 16.,618739 .,Эльтон, 205  км , 101  км ,,,,,,,,,,,
 17.,618620 .,Сайгачный (рзд), 215  км ,  91  км ,,,,,,,,,,,
 18.,618616 .,Полынный (рзд), 223  км ,  83  км ,,,,,,,,,,,
 19.,618601 .,Сайхин, 240  км ,  66  км ,,,,,,,,,,,
 20.,618512 .,Равнинный (рзд), 256  км ,  50  км ,,,,,,,,,,,
 21.,618635 .,Шунгай, 271  км ,  35  км ,,,,,,,,,,,
 22.,618230 .,Молодость (рзд), 291  км ,  15  км ,,,,,,,,,,,
 23.,618226 .,Шунгули (рзд), 299  км ,   7  км ,,,,,,,,,,,
 24.,618207 .,Верхний Баскунчак, 306  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 16) участок 61-018 ""ВЕРХНИЙ БАСКУНЧАК - НИЖНИЙ БАСКУНЧАК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Верхний Баскунчак,до ст. Нижний Баскунчак,,,,,,,,,,,
  1.,618207 .,Верхний Баскунчак,   0  км ,  12  км ,,,,,,,,,,,
  2.,618245 .,ОП Пост-Передача,   2  км ,  10  км ,,,,,,,,,,,
  3.,618300 .,Нижний Баскунчак,  12  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 17) участок 61-019 ""ВЕРХНИЙ БАСКУНЧАК - АКСАРАЙСКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Верхний Баскунчак,до ст. Аксарайская,,,,,,,,,,,
  1.,618207 .,Верхний Баскунчак,   0  км , 197  км ,,,,,,,,,,,
  2.,618122 .,Богдо,  29  км , 168  км ,,,,,,,,,,,
  3.,618156 .,Верблюжья,  58  км , 139  км ,,,,,,,,,,,
  4.,618033 .,Чапчачи,  87  км , 110  км ,,,,,,,,,,,
  5.,617901 .,Харабалинская, 104  км ,  93  км ,,,,,,,,,,,
  6.,617806 .,Ашулук, 119  км ,  78  км ,,,,,,,,,,,
  7.,617702 .,Сероглазово, 149  км ,  48  км ,,,,,,,,,,,
  8.,617647 .,Досанг, 182  км ,  15  км ,,,,,,,,,,,
  9.,617632 .,ОП Комсомольский Посёлок, 188  км ,   9  км ,,,,,,,,,,,
 10.,617505 .,Аксарайская, 197  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 18) участок 61-021 ""АКСАРАЙСКАЯ - ТРУСОВО (ПЕРЕВ.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Аксарайская,до ст. Трусово (перев.),,,,,,,,,,,
  1.,617505 .,Аксарайская,   0  км ,  63  км ,,,,,,,,,,,
  2.,617516 .,ОП Магистральный,   3  км ,  60  км ,,,,,,,,,,,
  3.,617401 .,Бузанский,   7  км ,  56  км ,,,,,,,,,,,
  4.,617416 .,ОП Бузан-Пристань,   9  км ,  54  км ,,,,,,,,,,,
  5.,617420 .,ОП Староурусовка,  10  км ,  53  км ,,,,,,,,,,,
  6.,617223 .,ОП Новоурусовка,  12  км ,  51  км ,,,,,,,,,,,
  7.,617219 .,ОП Жантубей,  14  км ,  49  км ,,,,,,,,,,,
  8.,617191 .,ОП СТ Зверовод,  16  км ,  47  км ,,,,,,,,,,,
  9.,617238 .,Дельта,  18  км ,  45  км ,,,,,,,,,,,
 10.,616930 .,ОП Хутор Гнилуша,  24  км ,  39  км ,,,,,,,,,,,
 11.,616945 .,ОП СТ Локомотив-1,  29  км ,  34  км ,,,,,,,,,,,
 12.,616926 .,ОП Рычинский,  31  км ,  32  км ,,,,,,,,,,,
 13.,616979 .,ОП Дачный,  32  км ,  31  км ,,,,,,,,,,,
 14.,616959 .,ОП Растопуловка,  33  км ,  30  км ,,,,,,,,,,,
 15.,616911 .,ОП СТ Мелиоратор-2,  38  км ,  25  км ,,,,,,,,,,,
 16.,616964 .,ОП СТ Дорожник,  40  км ,  23  км ,,,,,,,,,,,
 17.,616907 .,Астрахань II,  44  км ,  19  км ,,,,,,,,,,,
 18.,616803 .,Астрахань I,  49  км ,  14  км ,,,,,,,,,,,
 19.,616822 .,ОП Софья Перовская,  51  км ,  12  км ,,,,,,,,,,,
 20.,616818 .,ОП Юго-Восток III,  52  км ,  11  км ,,,,,,,,,,,
 21.,616706 .,Кутум,  55  км ,   8  км ,,,,,,,,,,,
 22.,619303 .,Кутум (эксп.),  55  км ,   8  км ,,,,,,,,,,,
 23.,619426 .,ОП Мостострой,  56  км ,   7  км ,,,,,,,,,,,
 24.,619411 .,ОП Суворовское училище,  57  км ,   6  км ,,,,,,,,,,,
 25.,616409 .,Трусово,  63  км ,   0  км ,,,,,,,,,,,
 26.,617100 .,Трусово (перев.),  63  км ,   0  км ,,,,,,,,,,,
 27.,619407 .,Трусово (эксп.),  63  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 19) участок 61-022 ""БУЗАНСКИЙ - БУЗАНСКИЙ (ПЕРЕВ.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Бузанский,до ст. Аксарайская,,,,,,,,,,,
  1.,617204 .,Бузанский (эксп.),   0  км ,   7  км ,,,,,,,,,,,
  2.,617308 .,Бузанский (перев.),   0  км ,   7  км ,,,,,,,,,,,
  3.,617401 .,Бузанский,   0  км ,   7  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 20) участок 61-024 ""ТРУСОВО - НОВОЛЕСНАЯ (ПЕРЕВ.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Трусово,до ст. Аксарайская,,,,,,,,,,,
  1.,616409 .,Трусово,   0  км ,  63  км ,,,,,,,,,,,
  2.,617100 .,Трусово (перев.),   0  км ,  63  км ,,,,,,,,,,,
  3.,616606 .,Новолесная,  13  км ,  76  км ,,,,,,,,,,,
