Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Северной ж.д. (код дороги 28),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 28-001 ""АЛЕКСАНДРОВ (Московской ж.д.) - ЯРОСЛАВЛЬ-ГЛАВНЫЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Александров,до ст. Ярославль-Главный,,,,,,,,,,,
 25.,291317 .,ОП Платформа 140 км, 150  км ,  72  км ,,,,,,,,,,,
 26.,291406 .,Сия, 160  км ,  62  км ,,,,,,,,,,,
 27.,291410 .,ОП Платформа 152 км, 162  км ,  60  км ,,,,,,,,,,,
 28.,291425 .,ОП Платформа 176 км, 186  км ,  36  км ,,,,,,,,,,,
 29.,291500 .,Карпогоры, 203  км ,  19  км ,,,,,,,,,,,
 30.,291514 .,ОП Мостовая, 207  км ,  15  км ,,,,,,,,,,,
 31.,291529 .,ОП Платформа 201 км, 211  км ,  11  км ,,,,,,,,,,,
 32.,291603 .,Карпогоры-Пассажирская, 222  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 10) участок 28-010 ""ДАНИЛОВ - БУЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Данилов,до ст. Буй,,,,,,,,,,,
  1.,311101 .,Данилов,   0  км ,  93  км ,,,,,,,,,,,
  2.,299925 .,Блокпост 359 км,   4  км ,  89  км ,,,,,,,,,,,
  3.,304112 .,Лунка (рзд),  10  км ,  83  км ,,,,,,,,,,,
  4.,304131 .,ОП Ост. Пункт 370 км,  14  км ,  79  км ,,,,,,,,,,,
  5.,304165 .,Соть,  17  км ,  76  км ,,,,,,,,,,,
  6.,304146 .,ОП Верхний Жар,  22  км ,  71  км ,,,,,,,,,,,
  7.,304127 .,Жарок-Ярославский (рзд),  27  км ,  66  км ,,,,,,,,,,,
  8.,304150 .,ОП Фондяково,  32  км ,  61  км ,,,,,,,,,,,
  9.,304305 .,Любим,  37  км ,  56  км ,,,,,,,,,,,
 10.,304339 .,ОП Соколиный,  43  км ,  50  км ,,,,,,,,,,,
 11.,304310 .,ОП Руша,  47  км ,  46  км ,,,,,,,,,,,
 12.,304324 .,Секша (рзд),  59  км ,  34  км ,,,,,,,,,,,
 13.,304358 .,ОП Минино,  63  км ,  30  км ,,,,,,,,,,,
 14.,304377 .,Казариново,  68  км ,  25  км ,,,,,,,,,,,
 15.,304362 .,ОП Липятино,  72  км ,  21  км ,,,,,,,,,,,
 16.,304413 .,Бродни (рзд),  76  км ,  17  км ,,,,,,,,,,,
 17.,304428 .,ОП Яковлевское,  79  км ,  14  км ,,,,,,,,,,,
 18.,304432 .,ОП Андреевское,  82  км ,  11  км ,,,,,,,,,,,
 19.,304502 .,Корега (рзд),  85  км ,   8  км ,,,,,,,,,,,
 20.,304606 .,Буй,  93  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 11) участок 28-011 ""БУЙ - ГАЛИЧ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Буй,до ст. Галич,,,,,,,,,,,
  1.,304606 .,Буй,   0  км ,  51  км ,,,,,,,,,,,
  2.,304610 .,Махрово (рзд),  10  км ,  41  км ,,,,,,,,,,,
  3.,304639 .,ОП Дмитриевка,  14  км ,  37  км ,,,,,,,,,,,
  4.,304625 .,ОП Векса,  21  км ,  30  км ,,,,,,,,,,,
  5.,304644 .,ОП Железнодорожная казарма,  27  км ,  24  км ,,,,,,,,,,,
  6.,304705 .,Россолово,  30  км ,  21  км ,,,,,,,,,,,
  7.,304729 .,ОП Яковлево,  35  км ,  16  км ,,,,,,,,,,,
  8.,304733 .,ОП Починок,  46  км ,   5  км ,,,,,,,,,,,
  9.,306006 .,Галич,  51  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 12) участок 28-012 ""ГАЛИЧ - СВЕЧА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Галич,до ст. Свеча,,,,,,,,,,,
  1.,306006 .,Галич,   0  км , 317  км ,,,,,,,,,,,
  2.,306029 .,ОП Богчино,   5  км , 312  км ,,,,,,,,,,,
  3.,306014 .,ОП Богчина,   9  км , 308  км ,,,,,,,,,,,
  4.,306103 .,Красильниково,  16  км , 301  км ,,,,,,,,,,,
  5.,306033 .,ОП Апушкино,  19  км , 298  км ,,,,,,,,,,,
  6.,306207 .,Лопарево,  24  км , 293  км ,,,,,,,,,,,
  7.,306211 .,ОП Монаково,  36  км , 281  км ,,,,,,,,,,,
  8.,306300 .,Антропово,  46  км , 271  км ,,,,,,,,,,,
  9.,306315 .,ОП Николо-Угол,  51  км , 266  км ,,,,,,,,,,,
 10.,306325 .,ОП Тчаниково,  62  км , 255  км ,,,,,,,,,,,
 11.,306404 .,Николо-Полома,  70  км , 247  км ,,,,,,,,,,,
 12.,306508 .,Номжа,  81  км , 236  км ,,,,,,,,,,,
 13.,306601 .,Еленский,  91  км , 226  км ,,,,,,,,,,,
 14.,306705 .,Нея,  99  км , 218  км ,,,,,,,,,,,
 15.,306828 .,ОП Нельша, 105  км , 212  км ,,,,,,,,,,,
 16.,306813 .,ОП Абросимово, 115  км , 202  км ,,,,,,,,,,,
 17.,307002 .,Брантовка, 127  км , 190  км ,,,,,,,,,,,
 18.,307017 .,Петрушино (рзд), 133  км , 184  км ,,,,,,,,,,,
 19.,307021 .,Костриха (рзд), 141  км , 176  км ,,,,,,,,,,,
 20.,307106 .,Мантурово, 152  км , 165  км ,,,,,,,,,,,
 21.,307201 .,Унжа (рзд), 157  км , 160  км ,,,,,,,,,,,
 22.,307214 .,Вочерово (рзд), 164  км , 153  км ,,,,,,,,,,,
 23.,307229 .,Красный (рзд), 171  км , 146  км ,,,,,,,,,,,
 24.,307303 .,Шекшема, 178  км , 139  км ,,,,,,,,,,,
 25.,307407 .,Варакинский, 188  км , 129  км ,,,,,,,,,,,
 26.,307318 .,ОП Безнег, 191  км , 126  км ,,,,,,,,,,,
 27.,307411 .,ОП Михалкино, 194  км , 123  км ,,,,,,,,,,,
 28.,307500 .,Шарья, 200  км , 117  км ,,,,,,,,,,,
 29.,307520 .,ОП Горланиха, 203  км , 114  км ,,,,,,,,,,,
 30.,307515 .,ОП Соколовский, 207  км , 110  км ,,,,,,,,,,,
 31.,307708 .,Зебляки, 212  км , 105  км ,,,,,,,,,,,
 32.,307801 .,Якшанга, 223  км ,  94  км ,,,,,,,,,,,
 33.,307816 .,ОП Бурундучиха, 234  км ,  83  км ,,,,,,,,,,,
 34.,307820 .,ОП Новое Киселево, 240  км ,  77  км ,,,,,,,,,,,
 35.,307905 .,Поназырево, 246  км ,  71  км ,,,,,,,,,,,
 36.,308005 .,Супротивный, 256  км ,  61  км ,,,,,,,,,,,
 37.,308109 .,Гостовская, 268  км ,  49  км ,,,,,,,,,,,
 38.,308236 .,Крутенский (рзд), 280  км ,  37  км ,,,,,,,,,,,
 39.,308306 .,Шабалино, 294  км ,  23  км ,,,,,,,,,,,
 40.,308310 .,ОП Семеновский, 306  км ,  11  км ,,,,,,,,,,,
 41.,308330 .,ОП Каменская, 308  км ,   9  км ,,,,,,,,,,,
 42.,308325 .,ОП Черпаки, 311  км ,   6  км ,,,,,,,,,,,
 43.,308407 .,Свеча, 317  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 13) участок 28-013 ""КОНОША I - ВЕЛЬСК (через ст. Можуга)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Коноша I,до ст. Вельск,,,,,,,,,,,
  1.,293007 .,Коноша I,   0  км , 104  км ,,,,,,,,,,,
  2.,293100 .,Коноша II,   6  км ,  98  км ,,,,,,,,,,,
  3.,296908 .,Вересово,  10  км ,  94  км ,,,,,,,,,,,
  4.,296912 .,Валдеево,  21  км ,  83  км ,,,,,,,,,,,
  5.,297218 .,ОП Ост. Пункт 30 км,  30  км ,  74  км ,,,,,,,,,,,
  6.,297008 .,Можуга,  35  км ,  69  км ,,,,,,,,,,,
  7.,297012 .,Хмельники,  50  км ,  54  км ,,,,,,,,,,,
  8.,297417 .,ОП Туймино,  60  км ,  44  км ,,,,,,,,,,,
  9.,297027 .,ОП Солгинский,  62  км ,  42  км ,,,,,,,,,,,
 10.,297116 .,Келарева Горка,  69  км ,  35  км ,,,,,,,,,,,
 11.,297537 .,ОП Ост. Пункт 72 км,  72  км ,  32  км ,,,,,,,,,,,
 12.,297101 .,Прикувашский (рзд),  78  км ,  26  км ,,,,,,,,,,,
