Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Одесской ж.д. (код дороги 40),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 40-001 ""СЕРПНЕВО I - АРЦЫЗ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Серпнево I,до ст. Арцыз,,,,,,,,,,,
 10.,411719 .,ОП Новаковка,  31  км ,  93  км ,,,,,,,,,,,
 11.,411704 .,Плетеный Ташлык,  40  км ,  84  км ,,,,,,,,,,,
 12.,411634 .,ОП Ост. Пункт 248 км,  45  км ,  79  км ,,,,,,,,,,,
 13.,411625 .,ОП Марьяновка,  50  км ,  74  км ,,,,,,,,,,,
 14.,411615 .,ОП Ост. Пункт 261 км,  58  км ,  66  км ,,,,,,,,,,,
 15.,411600 .,Шестаковка,  62  км ,  62  км ,,,,,,,,,,,
 16.,411507 .,Лелековка,  74  км ,  50  км ,,,,,,,,,,,
 17.,411403 .,Кропивницкий,  85  км ,  39  км ,,,,,,,,,,,
 18.,411314 .,ОП Можарово,  90  км ,  34  км ,,,,,,,,,,,
 19.,411306 .,Канатово,  98  км ,  26  км ,,,,,,,,,,,
 20.,411210 .,ОП Барвиновка, 103  км ,  21  км ,,,,,,,,,,,
 21.,411206 .,Треповка, 110  км ,  14  км ,,,,,,,,,,,
 22.,411117 .,ОП Кучеровка, 116  км ,   8  км ,,,,,,,,,,,
 23.,411102 .,Чернолесская, 124  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 45) участок 40-046 ""ЗНАМЕНКА - ДОЛИНСКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Знаменка,до ст. Долинская,,,,,,,,,,,
  1.,410006 .,Знаменка,   0  км ,  80  км ,,,,,,,,,,,
  2.,413714 .,Разъезд 5 км,   5  км ,  75  км ,,,,,,,,,,,
  3.,413707 .,Сахарная,  11  км ,  69  км ,,,,,,,,,,,
  4.,413790 .,Медерово,  21  км ,  59  км ,,,,,,,,,,,
  5.,413907 .,Шаровка,  33  км ,  47  км ,,,,,,,,,,,
  6.,413911 .,Чабановка (рзд),  42  км ,  38  км ,,,,,,,,,,,
  7.,413926 .,Разъезд 50 км,  49  км ,  31  км ,,,,,,,,,,,
  8.,414007 .,Куцовка,  57  км ,  23  км ,,,,,,,,,,,
  9.,414011 .,Маржановка (рзд),  69  км ,  11  км ,,,,,,,,,,,
 10.,414100 .,Долинская,  80  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 46) участок 40-047 ""ДОЛИНСКАЯ - НИКОЛАЕВ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Долинская,до ст. Николаев,,,,,,,,,,,
  1.,414100 .,Долинская,   0  км , 148  км ,,,,,,,,,,,
  2.,414312 .,Згода (рзд),   6  км , 142  км ,,,,,,,,,,,
  3.,414836 .,ОП Даниловка,  12  км , 136  км ,,,,,,,,,,,
  4.,414331 .,Новоданиловка,  17  км , 131  км ,,,,,,,,,,,
  5.,414327 .,ОП Дмитровка,  23  км , 125  км ,,,,,,,,,,,
  6.,414401 .,Казанка,  26  км , 122  км ,,,,,,,,,,,
  7.,414505 .,Добровольский (рзд),  39  км , 109  км ,,,,,,,,,,,
  8.,414609 .,Новый Буг,  52  км ,  96  км ,,,,,,,,,,,
  9.,414702 .,Новополтавка,  70  км ,  78  км ,,,,,,,,,,,
 10.,414721 .,ОП Техникум,  73  км ,  75  км ,,,,,,,,,,,
 11.,414736 .,ОП Барвинок,  76  км ,  72  км ,,,,,,,,,,,
 12.,414740 .,Горожаны,  80  км ,  68  км ,,,,,,,,,,,
 13.,414810 .,ОП Баштанка,  84  км ,  64  км ,,,,,,,,,,,
 14.,414346 .,ОП Загальная Корысть,  89  км ,  59  км ,,,,,,,,,,,
 15.,414825 .,ОП Питомник,  91  км ,  57  км ,,,,,,,,,,,
 16.,414902 .,Явкино,  94  км ,  54  км ,,,,,,,,,,,
 17.,414914 .,ОП Степная, 100  км ,  48  км ,,,,,,,,,,,
 18.,414929 .,ОП Троянда, 107  км ,  41  км ,,,,,,,,,,,
 19.,414308 .,Лоцкино, 109  км ,  39  км ,,,,,,,,,,,
 20.,414948 .,ОП Огородная, 111  км ,  37  км ,,,,,,,,,,,
 21.,414952 .,ОП Марьяновка, 114  км ,  34  км ,,,,,,,,,,,
 22.,414806 .,Грейгово, 120  км ,  28  км ,,,,,,,,,,,
 23.,415008 .,Гороховка, 138  км ,  10  км ,,,,,,,,,,,
 24.,415014 .,ОП Опытная, 141  км ,   7  км ,,,,,,,,,,,
 25.,415103 .,Николаев, 148  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 47) участок 40-048 ""НИКОЛАЕВ - СНИГИРЕВКА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Николаев,до ст. Снигиревка,,,,,,,,,,,
  1.,415103 .,Николаев,   0  км ,  58  км ,,,,,,,,,,,
  2.,415067 .,ОП Полигон,   8  км ,  50  км ,,,,,,,,,,,
  3.,415048 .,Разъезд 44 км,  14  км ,  44  км ,,,,,,,,,,,
  4.,415052 .,ОП Ост. Пункт 387 км,  20  км ,  38  км ,,,,,,,,,,,
  5.,416002 .,Заселье,  29  км ,  29  км ,,,,,,,,,,,
  6.,415071 .,ОП Славутич,  40  км ,  18  км ,,,,,,,,,,,
  7.,416017 .,ОП Новопетровка,  43  км ,  15  км ,,,,,,,,,,,
  8.,416021 .,ОП Любино,  47  км ,  11  км ,,,,,,,,,,,
  9.,416106 .,Снигиревка,  58  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 48) участок 40-049 ""НИКОЛАЕВ - ХЕРСОН"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Николаев,до ст. Херсон,,,,,,,,,,,
  1.,415103 .,Николаев,   0  км ,  55  км ,,,,,,,,,,,
  2.,417306 .,Кульбакино,   3  км ,  52  км ,,,,,,,,,,,
  3.,417607 .,Котлярово,  13  км ,  42  км ,,,,,,,,,,,
  4.,417700 .,Копани,  25  км ,  30  км ,,,,,,,,,,,
  5.,417734 .,ОП Петровское,  27  км ,  28  км ,,,,,,,,,,,
  6.,417715 .,Чеховичи (рзд),  34  км ,  21  км ,,,,,,,,,,,
  7.,417728 .,Чернобаевка,  44  км ,  11  км ,,,,,,,,,,,
  8.,417804 .,Херсон,  55  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 49) участок 40-050 ""ХЕРСОН - СНИГИРЕВКА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Херсон,до ст. Снигиревка,,,,,,,,,,,
  1.,417804 .,Херсон,   0  км ,  49  км ,,,,,,,,,,,
  2.,419320 .,ОП Херсон-Восточный,   5  км ,  44  км ,,,,,,,,,,,
  3.,419316 .,ОП Текстильная,  11  км ,  38  км ,,,,,,,,,,,
  4.,419388 .,Срочный (рзд),  16  км ,  33  км ,,,,,,,,,,,
  5.,419335 .,ОП Солнечная,  18  км ,  31  км ,,,,,,,,,,,
  6.,419354 .,ОП Оросительная,  29  км ,  20  км ,,,,,,,,,,,
  7.,419369 .,Галагановка (рзд),  37  км ,  12  км ,,,,,,,,,,,
  8.,419373 .,ОП Дружба,  42  км ,   7  км ,,,,,,,,,,,
  9.,416106 .,Снигиревка,  49  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 50) участок 40-051 ""ХЕРСОН - ВАДИМ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Херсон,до ст. Вадим,,,,,,,,,,,
  1.,417804 .,Херсон,   0  км , 101  км ,,,,,,,,,,,
  2.,417819 .,ОП Путейская,   4  км ,  97  км ,,,,,,,,,,,
  3.,417838 .,ОП Киндийка,   8  км ,  93  км ,,,,,,,,,,,
  4.,417842 .,Антоновка (рзд),  13  км ,  88  км ,,,,,,,,,,,
  5.,417857 .,ОП Днепровская,  16  км ,  85  км ,,,,,,,,,,,
  6.,417861 .,ОП Пойма,  20  км ,  81  км ,,,,,,,,,,,
  7.,418703 .,Олешки,  21  км ,  80  км ,,,,,,,,,,,
  8.,418718 .,ОП Экспресс,  28  км ,  73  км ,,,,,,,,,,,
  9.,418807 .,Раденское,  34  км ,  67  км ,,,,,,,,,,,
 10.,418811 .,Большие Копани,  42  км ,  59  км ,,,,,,,,,,,
 11.,418826 .,ОП Сад,  49  км ,  52  км ,,,,,,,,,,,
 12.,418900 .,Брилевка,  58  км ,  43  км ,,,,,,,,,,,
 13.,418915 .,ОП Совхоз Правда,  67  км ,  34  км ,,,,,,,,,,,
 14.,418923 .,Новокиевка,  73  км ,  28  км ,,,,,,,,,,,
 15.,418949 .,ОП Рачевка,  76  км ,  25  км ,,,,,,,,,,,
 16.,418934 .,ОП Колос,  84  км ,  17  км ,,,,,,,,,,,
 17.,419000 .,Каланчак,  88  км ,  13  км ,,,,,,,,,,,
 18.,419104 .,Вадим, 101  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 51) участок 40-052 ""СНИГИРЕВКА - ОСТ. ПУНКТ 373 КМ (Приднепровской ж.д.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Снигиревка,до ст. Ост. Пункт 373 км,,,,,,,,,,,
  1.,416106 .,Снигиревка,   0  км ,  98  км ,,,,,,,,,,,
  2.,416110 .,ОП Евгеньевка,   4  км ,  94  км ,,,,,,,,,,,
  3.,416214 .,Туркулы,  10  км ,  88  км ,,,,,,,,,,,
  4.,416229 .,ОП Новопавловка,  15  км ,  83  км ,,,,,,,,,,,
  5.,416303 .,Калининдорф,  20  км ,  78  км ,,,,,,,,,,,
  6.,416407 .,Березнеговатая,  30  км ,  68  км ,,,,,,,,,,,
  7.,416411 .,ОП Лепетиха,  38  км ,  60  км ,,,,,,,,,,,
  8.,416500 .,Белая Криница,  50  км ,  48  км ,,,,,,,,,,,
  9.,416515 .,Новодмитриевский (рзд),  61  км ,  37  км ,,,,,,,,,,,
 10.,416522 .,ОП Староселье,  65  км ,  33  км ,,,,,,,,,,,
 11.,416604 .,Блакитное,  71  км ,  27  км ,,,,,,,,,,,
 12.,416708 .,Высокополье,  82  км ,  16  км ,,,,,,,,,,,
 13.,416712 .,Дубки (рзд),  94  км ,   4  км ,,,,,,,,,,,
 14.,466641 .,Ост. Пункт 373 км,  98  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 52) участок 40-053 ""СНИГИРЕВКА - НОВОВЕСЕЛАЯ (Приднепровской ж.д.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Снигиревка,до ст. Нововеселая,,,,,,,,,,,
  1.,416106 .,Снигиревка,   0  км , 183  км ,,,,,,,,,,,
  2.,416125 .,Ивано-Копино (рзд),   9  км , 174  км ,,,,,,,,,,,
  3.,416137 .,ОП Ветрово,  21  км , 162  км ,,,,,,,,,,,
  4.,416144 .,ОП Львовские Отруба,  29  км , 154  км ,,,,,,,,,,,
  5.,416159 .,Матросовка,  35  км , 148  км ,,,,,,,,,,,
  6.,416182 .,ОП Томарино,  46  км , 137  км ,,,,,,,,,,,
  7.,416163 .,ОП Казацкая,  58  км , 125  км ,,,,,,,,,,,
  8.,416178 .,ОП Электромаш,  67  км , 116  км ,,,,,,,,,,,
  9.,416801 .,Каховка,  68  км , 115  км ,,,,,,,,,,,
 10.,416816 .,ОП Рефдепо,  69  км , 114  км ,,,,,,,,,,,
 11.,416905 .,Заветная,  78  км , 105  км ,,,,,,,,,,,
 12.,416918 .,ОП Зирка,  81  км , 102  км ,,,,,,,,,,,
 13.,416924 .,ОП Платформа 128 км,  92  км ,  91  км ,,,,,,,,,,,
 14.,417005 .,Братолюбовка, 101  км ,  82  км ,,,,,,,,,,,
 15.,417039 .,ОП Новые Олешки, 106  км ,  77  км ,,,,,,,,,,,
 16.,417013 .,ОП Селяниново, 115  км ,  68  км ,,,,,,,,,,,
 17.,417043 .,ОП Великая Благовещенка, 117  км ,  66  км ,,,,,,,,,,,
 18.,417058 .,ОП Костогрызово, 124  км ,  59  км ,,,,,,,,,,,
 19.,417024 .,ОП Платформа 90 км, 130  км ,  53  км ,,,,,,,,,,,
 20.,417062 .,ОП Рубановка, 133  км ,  50  км ,,,,,,,,,,,
 21.,417109 .,Серогозы, 143  км ,  40  км ,,,,,,,,,,,
 22.,417113 .,ОП Платформа 66 км, 154  км ,  29  км ,,,,,,,,,,,
 23.,417132 .,ОП Ост. пункт 185 км, 165  км ,  18  км ,,,,,,,,,,,
 24.,417128 .,ОП Ост. Пункт 51 км, 169  км ,  14  км ,,,,,,,,,,,
 25.,476408 .,Нововеселая, 183  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 53) участок 40-054 ""КОЛОСОВКА - НИКОЛАЕВ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Колосовка,до ст. Николаев,,,,,,,,,,,
  1.,412707 .,Колосовка,   0  км , 105  км ,,,,,,,,,,,
  2.,419636 .,Первенец,  13  км ,  92  км ,,,,,,,,,,,
  3.,419655 .,ОП Ставки,  23  км ,  82  км ,,,,,,,,,,,
  4.,419621 .,Новоекатериновка (рзд),  30  км ,  75  км ,,,,,,,,,,,
  5.,419667 .,ОП Новая Степь,  34  км ,  71  км ,,,,,,,,,,,
  6.,419640 .,ОП Квитка,  39  км ,  66  км ,,,,,,,,,,,
  7.,419617 .,Зеленый Гай,  47  км ,  58  км ,,,,,,,,,,,
  8.,419602 .,Ясная Заря,  58  км ,  47  км ,,,,,,,,,,,
  9.,419513 .,Трихаты,  68  км ,  37  км ,,,,,,,,,,,
 10.,419509 .,Баловное,  79  км ,  26  км ,,,,,,,,,,,
 11.,419405 .,Терновка-Николаевская,  84  км ,  21  км ,,,,,,,,,,,
 12.,415160 .,ОП Ингул,  92  км ,  13  км ,,,,,,,,,,,
 13.,415156 .,Мешково,  99  км ,   6  км ,,,,,,,,,,,
 14.,415103 .,Николаев, 105  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 54) участок 40-055 ""КУЛЬБАКИНО - ЖОВТНЕВАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Кульбакино,до ст. Николаев,до ст. Херсон,,,,,,,,,,
  1.,417306 .,Кульбакино,   0  км ,   3  км ,  52  км ,,,,,,,,,,
  2.,417409 .,Прибугская,   9  км ,  12  км ,  61  км ,,,,,,,,,,
  3.,417503 .,Жовтневая,  17  км ,  20  км ,  69  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 55) участок 40-056 ""ХЕРСОН - ХЕРСОН-ПОРТ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Херсон,до ст. Херсон-Порт,,,,,,,,,,,
  1.,417804 .,Херсон,   0  км ,   8  км ,,,,,,,,,,,
  2.,417908 .,Херсон-Порт,   8  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 56) участок 40-057 ""ДЕМКОВКА - ТРОСТЯНЕЦ-ПОДОЛЬСКИЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Демковка,до ст. Вапнярка,до ст. Зятковцы,,,,,,,,,,
  1.,408805 .,Демковка,   0  км ,  29  км ,  43  км ,,,,,,,,,,
  2.,408909 .,Тростянец-Подольский,  14  км ,  43  км ,  58  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 57) участок 40-058 ""ОРАТОВ - СОРОКА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Оратов,до ст. Христиновка,до ст. Андрусово,,,,,,,,,,
  1.,420506 .,Оратов,   0  км ,  63  км ,  32  км ,,,,,,,,,,
  2.,420510 .,Дашевская,   9  км ,  72  км ,  41  км ,,,,,,,,,,
  3.,420703 .,Сорока,  16  км ,  79  км ,  48  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 58) участок 40-061 ""БАРАБОЙ - ОВИДИОПОЛЬ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Барабой,до ст. Одесса-Застава I,до ст. Арцыз,,,,,,,,,,
  1.,412105 .,Барабой,   0  км ,  46  км , 134  км ,,,,,,,,,,
  2.,424901 .,Овидиополь,   8  км ,  54  км , 142  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 59) участок 40-062 ""НИКОЛАЕВ - НИКОЛАЕВ-ГРУЗОВОЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Николаев,до ст. Николаев-Грузовой,,,,,,,,,,,
  1.,415103 .,Николаев,   0  км ,   9  км ,,,,,,,,,,,
  2.,415118 .,Пут. Пост 230 км,   2  км ,   7  км ,,,,,,,,,,,
  3.,415122 .,ОП Новое Садоводство,   3  км ,   6  км ,,,,,,,,,,,
  4.,415137 .,ОП Судостроителей,   5  км ,   4  км ,,,,,,,,,,,
  5.,415207 .,Николаев-Грузовой,   9  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 60) участок 40-063 ""ПОДГОРОДНАЯ - ГОЛОВАНЕВСК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Подгородная,до ст. Голованевск,,,,,,,,,,,
  1.,412302 .,Подгородная,   0  км ,  65  км ,,,,,,,,,,,
  2.,412406 .,Болеславчик,  16  км ,  49  км ,,,,,,,,,,,
  3.,409808 .,Осиповка,  35  км ,  30  км ,,,,,,,,,,,
  4.,409309 .,Емиловка,  51  км ,  14  км ,,,,,,,,,,,
  5.,410100 .,Голованевск,  65  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 61) участок 40-065 ""ГАЙВОРОН (УЗК.) - ПОДГОРОДНАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Гайворон (узк.),до ст. Подгородная,,,,,,,,,,,
  1.,409719 .,Гайворон (узк.),   0  км , 111  км ,,,,,,,,,,,
  2.,409742 .,Хощевато (узк.),   9  км , 102  км ,,,,,,,,,,,
  3.,409757 .,ОП Мощеная (узк.),  15  км ,  96  км ,,,,,,,,,,,
  4.,409761 .,Таужня (узк.),  25  км ,  86  км ,,,,,,,,,,,
  5.,409776 .,Грушка (узк.),  39  км ,  72  км ,,,,,,,,,,,
  6.,409780 .,Голованевск (узк.),  54  км ,  57  км ,,,,,,,,,,,
  7.,412302 .,Подгородная, 111  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 62) участок 40-066 ""ГАЙВОРОН (УЗК.) - РУДНИЦА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Гайворон (узк.),до ст. Рудница (узк.),,,,,,,,,,,
  1.,409719 .,Гайворон (узк.),   0  км ,  77  км ,,,,,,,,,,,
  2.,409723 .,ОП Предбужье (узк),   3  км ,  74  км ,,,,,,,,,,,
  3.,409738 .,ОП Жданова (узк.),   4  км ,  73  км ,,,,,,,,,,,
  4.,408684 .,ОП Луговая (узк.),   7  км ,  70  км ,,,,,,,,,,,
  5.,408675 .,ОП Осиевка (узк.),  10  км ,  67  км ,,,,,,,,,,,
  6.,408665 .,ОП Устье (узк.),  14  км ,  63  км ,,,,,,,,,,,
  7.,408650 .,ОП Кириевка (узк.),  20  км ,  57  км ,,,,,,,,,,,
  8.,408631 .,Бершадь (узк.),  25  км ,  52  км ,,,,,,,,,,,
  9.,408627 .,ОП Яланец (узк.),  36  км ,  41  км ,,,,,,,,,,,
 10.,408612 .,ОП Каташин (узк.),  47  км ,  30  км ,,,,,,,,,,,
 11.,408364 .,ОП Щербаково (узк.),  65  км ,  12  км ,,,,,,,,,,,
 12.,408307 .,Рудница,  77  км ,   0  км ,,,,,,,,,,,
 13.,408345 .,Рудница (узк.),  77  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 63) участок 40-068 ""РУДНИЦА - ЗАГНИТКОВО (УЗК.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Рудница,до ст. Загнитково (узк.),,,,,,,,,,,
  1.,408307 .,Рудница,   0  км ,  28  км ,,,,,,,,,,,
  2.,408218 .,Попелюхи (узк.),   6  км ,  22  км ,,,,,,,,,,,
  3.,408311 .,ОП Брохвичи (узк.),  14  км ,  14  км ,,,,,,,,,,,
  4.,408326 .,Студеная (узк.),  22  км ,   6  км ,,,,,,,,,,,
  5.,408330 .,Загнитково (узк.),  28  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 64) участок 40-069 ""ПОПЕЛЮХИ (УЗК.) - ЧЕРНОМИН (УЗК.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Попелюхи (узк.),до ст. Черномин (узк.),,,,,,,,,,,
  1.,408218 .,Попелюхи (узк.),   0  км ,   7  км ,,,,,,,,,,,
  2.,408222 .,Черномин (узк.),   7  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 65) участок 40-079 ""ЧЕРНОМОРСКАЯ - ЧЕРНОМОРСКАЯ (ДЛЯ ОПЗ)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Черноморская,до ст. Черноморская ( для ОПЗ),,,,,,,,,,,
  1.,401100 .,Черноморская,   0  км ,  24  км ,,,,,,,,,,,
  2.,424403 .,Черноморская ( для ОПЗ),  24  км ,   0  км ,,,,,,,,,,,
  3.,424600 .,Черноморская (эксп. для ОПЗ),  24  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 66) участок 40-080 ""ЧЕРНОМОРСКАЯ - ЧЕРНОМОРСКАЯ (ДЛЯ ТИС)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Черноморская,до ст. Черноморская ( для ТИС),,,,,,,,,,,
  1.,401100 .,Черноморская,   0  км ,  29  км ,,,,,,,,,,,
  2.,400108 .,Черноморская ( для ТИС),  29  км ,   0  км ,,,,,,,,,,,
  3.,403002 .,Черноморская (эксп. для ТИС),  29  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 67) участок 40-070 ""ОДЕССА-ЗАПАДНАЯ - БЛОК-ПОСТ 1504 КМ (ДЛЯ ПАССАЖИРСКОГО ДВИЖЕНИЯ)"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Одесса-Западная,до ст. Блок-пост 1504 км,,,,,,,,,,,
  1.,401702 .,Одесса-Западная,   0  км ,   5  км ,,,,,,,,,,,
  2.,401721 .,ОП Житомирская,   3  км ,   2  км ,,,,,,,,,,,
  3.,400248 .,Блок-пост 1504 км,   5  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 68) участок 40-071 ""БЕШКЕТОВО (РЗД) - ВЫСОЦКОЕ (РЗД)"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Бешкетово (рзд),до ст. Высоцкое (рзд),,,,,,,,,,,
  1.,411935 .,Бешкетово (рзд),   0  км ,   8  км ,,,,,,,,,,,
  2.,413521 .,Высоцкое (рзд),   8  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 69) участок 40-072 ""КРОПИВНИЦКАЯ - ОЛЕЙНИКОВО"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Кропивницкая,до ст. Олейниково,,,,,,,,,,,
  1.,414242 .,Кропивницкая,   0  км ,   5  км ,,,,,,,,,,,
  2.,413517 .,Олейниково,   5  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 70) участок 40-073 ""КУЛЬБАКИНО - ПУТ. ПОСТ 230 КМ"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Кульбакино,до ст. Пут. Пост 230 км,,,,,,,,,,,
  1.,417306 .,Кульбакино,   0  км ,   3  км ,,,,,,,,,,,
  2.,415118 .,Пут. Пост 230 км,   3  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 71) участок 40-074 ""РАЗЪЕЗД 5 КМ - ЗАПАДНЫЙ (ПП)"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Разъезд 5 км,до ст. Западный (пп),,,,,,,,,,,
  1.,413714 .,Разъезд 5 км,   0  км ,   2  км ,,,,,,,,,,,
  2.,410063 .,Западный (пп),   2  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 72) участок 40-075 ""ОДЕССА-ГЛАВНАЯ - ОДЕССА-ТОВАРНАЯ"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Одесса-Главная,до ст. Одесса-Товарная,,,,,,,,,,,
  1.,400216 .,Одесса-Главная,   0  км ,   6  км ,,,,,,,,,,,
  2.,400201 .,Одесса-Товарная,   6  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 73) участок 40-076 ""ОДЕССА-ТОВАРНАЯ - ОДЕССА-ЗАСТАВА II"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Одесса-Товарная,до ст. Одесса-Застава II,,,,,,,,,,,
  1.,400201 .,Одесса-Товарная,   0  км ,   4  км ,,,,,,,,,,,
  2.,401308 .,Одесса-Застава II,   4  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 74) участок 40-077 ""ОДЕССА-ПЕРЕСЫПЬ - ОДЕССА-ПОРТ"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Одесса-Пересыпь,до ст. Одесса-Порт,,,,,,,,,,,
  1.,400803 .,Одесса-Пересыпь,   0  км ,   7  км ,,,,,,,,,,,
  2.,400305 .,Одесса-Порт,   7  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 75) участок 40-064 ""ВАПНЯРКА - ДОБРЯНКА (УЗК.)"" (Узкая колея)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Вапнярка,до ст. Добрянка (узк.),,,,,,,,,,,
  1.,408504 .,Вапнярка,   0  км ,  46  км ,,,,,,,,,,,
  2.,408519 .,Комаргород (узк.),  12  км ,  34  км ,,,,,,,,,,,
  3.,408538 .,Игнатково (узк.),  27  км ,  19  км ,,,,,,,,,,,
  4.,408542 .,Ратуша (узк.),  39  км ,   7  км ,,,,,,,,,,,
  5.,408557 .,Добрянка (узк.),  46  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
РАССТОЯНИЯ ДО ГОСУДАРСТВЕННОЙ ГРАНИЦЫ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
№ п/п,Коды,Станции,Расстояние,,,,,,,,,,,,
  1.,403303 .,Белгород-Днестровский (эксп.),   0  км ,,,,,,,,,,,,
  2.,400606 .,Береговая (эксп. на Порт Южный),   3  км ,,,,,,,,,,,,
