Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Южной ж.д. (код дороги 43),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 43-001 ""ХАРЬКОВ-СОРТИРОВОЧНЫЙ - МЕРЕФА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Харьков-Сортировочный,до ст. Мерефа,,,,,,,,,,,
  5.,440548 .,ОП Обрий,  12  км ,  14  км ,,,,,,,,,,,
  6.,440567 .,ОП Лосево-2,  16  км ,  10  км ,,,,,,,,,,,
  7.,440533 .,Лосево,  17  км ,   9  км ,,,,,,,,,,,
  8.,440529 .,Пут. пост 18 км,  19  км ,   7  км ,,,,,,,,,,,
  9.,440514 .,ОП Ост. Пункт 13 км,  24  км ,   2  км ,,,,,,,,,,,
 10.,440503 .,Харьков-Балашовский,  26  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 64) участок 43-063 ""МЕРЕФА - МЖА"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Мерефа,до ст. Мжа,,,,,,,,,,,
  1.,441108 .,Мерефа,   0  км ,   8  км ,,,,,,,,,,,
  2.,441199 .,ОП Ост. пункт 4 км,   4  км ,   4  км ,,,,,,,,,,,
  3.,442115 .,ОП Ост. Пункт 6 км,   6  км ,   2  км ,,,,,,,,,,,
  4.,442204 .,Мжа,   8  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 65) участок 43-064 ""ОРДОВКА - ЗМИЕВ"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Ордовка,до ст. Змиев,,,,,,,,,,,
  1.,442100 .,Ордовка,   0  км ,  33  км ,,,,,,,,,,,
  2.,442204 .,Мжа,  11  км ,  22  км ,,,,,,,,,,,
  3.,442149 .,ОП Ост. Пункт 11 км,  14  км ,  19  км ,,,,,,,,,,,
  4.,442153 .,ОП Ост. Пункт 14 км,  18  км ,  15  км ,,,,,,,,,,,
  5.,442168 .,ОП Ост. Пункт 16 км,  20  км ,  13  км ,,,,,,,,,,,
  6.,442172 .,Соколово (рзд),  23  км ,  10  км ,,,,,,,,,,,
  7.,442187 .,ОП Ост. Пункт 23 км,  27  км ,   6  км ,,,,,,,,,,,
  8.,444375 .,ОП Ост. Пункт 27 км,  30  км ,   3  км ,,,,,,,,,,,
  9.,444303 .,Змиев,  33  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
РАССТОЯНИЯ ДО ГОСУДАРСТВЕННОЙ ГРАНИЦЫ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
№ п/п,Коды,Станции,Расстояние,,,,,,,,,,,,
  1.,432804 .,Волчанск (эксп.),   7  км ,,,,,,,,,,,,
  2.,427806 .,Кагамлыкская (эксп.),   0  км ,,,,,,,,,,,,
  3.,441201 .,Казачья Лопань (эксп.),   4  км ,,,,,,,,,,,,
  4.,444500 .,Одноробовка (эксп.),   1  км ,,,,,,,,,,,,
  5.,433609 .,Пушкарное (рзд) (эксп.),   3  км ,,,,,,,,,,,,
  6.,431801 .,Тополи (эксп.),   5  км ,,,,,,,,,,,,
_____________________________________________________________________________________________,,,,,,,,,,,,,,,
