Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Свердловской ж.д. (код дороги 76),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 76-001 ""ЧЕПЦА - ПЕРМЬ-СОРТИРОВОЧНАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Чепца,до ст. Пермь-Сортировочная,,,,,,,,,,,
  9.,792827 .,ОП Темново,  53  км , 174  км ,,,,,,,,,,,
 10.,792812 .,ОП Ост. Пункт 1973 км,  60  км , 167  км ,,,,,,,,,,,
 11.,792831 .,Аксариха,  62  км , 165  км ,,,,,,,,,,,
 12.,792738 .,ОП Ост. Пункт 1979 км,  66  км , 161  км ,,,,,,,,,,,
 13.,792723 .,ОП Юрмач,  72  км , 155  км ,,,,,,,,,,,
 14.,792719 .,ОП Ост. Пункт 1990 км,  77  км , 150  км ,,,,,,,,,,,
 15.,792704 .,Ощепково,  84  км , 143  км ,,,,,,,,,,,
 16.,792649 .,Проселок (обп),  93  км , 134  км ,,,,,,,,,,,
 17.,792634 .,ОП Яр,  97  км , 130  км ,,,,,,,,,,,
 18.,792627 .,ОП Пульниково, 104  км , 123  км ,,,,,,,,,,,
 19.,792615 .,ОП Луговая, 110  км , 117  км ,,,,,,,,,,,
 20.,792600 .,Талица, 116  км , 111  км ,,,,,,,,,,,
 21.,792545 .,ОП Одина, 123  км , 104  км ,,,,,,,,,,,
 22.,792530 .,Чупино, 128  км ,  99  км ,,,,,,,,,,,
 23.,792526 .,ОП Погорелка, 136  км ,  91  км ,,,,,,,,,,,
 24.,792511 .,ОП Ост. Пункт 2054 км, 143  км ,  84  км ,,,,,,,,,,,
 25.,792507 .,Юшала, 149  км ,  78  км ,,,,,,,,,,,
 26.,792403 .,Бахметское, 158  км ,  69  км ,,,,,,,,,,,
 27.,792308 .,Тугулым, 167  км ,  60  км ,,,,,,,,,,,
 28.,792231 .,ОП Ост. Пункт 2083 км, 171  км ,  56  км ,,,,,,,,,,,
 29.,792225 .,ОП Месяды, 175  км ,  52  км ,,,,,,,,,,,
 30.,792210 .,ОП Ост. Пункт 2089 км, 178  км ,  49  км ,,,,,,,,,,,
 31.,792244 .,Кармак, 186  км ,  41  км ,,,,,,,,,,,
 32.,792155 .,ОП Ост. Пункт 2102 км, 190  км ,  37  км ,,,,,,,,,,,
 33.,792140 .,ОП Гужевое, 195  км ,  32  км ,,,,,,,,,,,
 34.,792165 .,ОП Ост. Пункт 2107 км, 196  км ,  31  км ,,,,,,,,,,,
 35.,792174 .,ОП Малиновка, 197  км ,  30  км ,,,,,,,,,,,
 36.,792136 .,ОП Ост. Пункт 2112 км, 200  км ,  27  км ,,,,,,,,,,,
 37.,792121 .,Подъем (обп), 206  км ,  21  км ,,,,,,,,,,,
 38.,792117 .,ОП Горьковка, 211  км ,  16  км ,,,,,,,,,,,
 39.,792102 .,Утяшево, 216  км ,  11  км ,,,,,,,,,,,
 40.,790022 .,ОП Обход города Тюмени, 223  км ,   4  км ,,,,,,,,,,,
 41.,790003 .,Тюмень, 227  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  8) участок 76-008 ""ТЮМЕНЬ - ВОЙНОВКА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Тюмень,до ст. Войновка,,,,,,,,,,,
  1.,790003 .,Тюмень,   0  км ,   8  км ,,,,,,,,,,,
  2.,790018 .,ОП Улица Пермякова,   5  км ,   3  км ,,,,,,,,,,,
  3.,790304 .,Войновка (перев.),   8  км ,   0  км ,,,,,,,,,,,
  4.,790408 .,Войновка,   8  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  9) участок 76-009 ""ВОЙНОВКА - НАЗЫВАЕВСКАЯ (Западно-Сибирской ж.д.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Войновка,до ст. Называевская,,,,,,,,,,,
