Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Калининградской ж.д. (код дороги 10),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 10-001 ""СОВЕТСК - НЕМАН-НОВЫЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Советск,до ст. Неман-Новый,,,,,,,,,,,
" 13) участок 10-015 ""КУТУЗОВО-НОВОЕ - ПИОНЕРСКИЙ КУРОРТ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Кутузово-Новое,до ст. Советск,до ст. Калининград-Сортировочный,,,,,,,,,,
  1.,104303 .,Кутузово-Новое,   0  км , 117  км ,   7  км ,,,,,,,,,,
  2.,104252 .,ОП Дорожный,   6  км , 123  км ,  13  км ,,,,,,,,,,
  3.,104202 .,Рябиновка,   8  км , 125  км ,  15  км ,,,,,,,,,,
  4.,104214 .,ОП Каштановка,  13  км , 130  км ,  20  км ,,,,,,,,,,
  5.,104229 .,ОП Муромское,  16  км , 133  км ,  23  км ,,,,,,,,,,
  6.,104074 .,Зеленоградск-Новый,  25  км , 142  км ,  32  км ,,,,,,,,,,
  7.,104055 .,ОП Зеленоградск-2,  26  км , 143  км ,  33  км ,,,,,,,,,,
  8.,104017 .,ОП Сокольники-Новые,  30  км , 147  км ,  37  км ,,,,,,,,,,
  9.,104021 .,ОП Сокольники,  31  км , 148  км ,  38  км ,,,,,,,,,,
 10.,104040 .,ОП Куликово,  35  км , 152  км ,  42  км ,,,,,,,,,,
 11.,103809 .,Пионерский Курорт,  42  км , 159  км ,  49  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 14) участок 10-016 ""СВЕТЛОГОРСК I - СВЕТЛОГОРСК II"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Светлогорск I,до ст. Калининград-Сортировочный,до ст. Неман-Новый,,,,,,,,,,
  1.,103813 .,Светлогорск I,   0  км ,  43  км , 172  км ,,,,,,,,,,
  2.,103828 .,ОП Светлогорск II,   3  км ,  46  км , 175  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 15) участок 10-017 ""КАЛИНИНГРАД-СЕВЕРНЫЙ - КИЕВСКАЯ (для пассажирских перевозок)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Калининград-Северный,до ст. Киевская,,,,,,,,,,,
  1.,103616 .,ОП Калининград-Северный,   0  км ,   5  км ,,,,,,,,,,,
  2.,100020 .,ОП Киевская,   5  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 16) участок 10-018 ""ГОЛУБЕВО - ДЗЕРЖИНСКАЯ-НОВАЯ (соединительная линия)"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Голубево,до ст. Дзержинская-Новая,,,,,,,,,,,
  1.,100054 .,Голубево,   0  км ,  11  км ,,,,,,,,,,,
  2.,102505 .,Дзержинская-Новая,  11  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 17) участок 10-019 ""КАЛИНИНГРАД-ПАССАЖИРСКИЙ - ДЗЕРЖИНСКАЯ-НОВАЯ (соединительная линия)"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Калининград-Пассажирский,до ст. Дзержинская-Новая,,,,,,,,,,,
  1.,100016 .,Калининград-Пассажирский,   0  км ,   3  км ,,,,,,,,,,,
  2.,102505 .,Дзержинская-Новая,   3  км ,   0  км ,,,,,,,,,,,
_____________________________________________________________________________________________,,,,,,,,,,,,,,,
