Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Дальневосточной ж.д. (код дороги 96),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 96-001 ""ХАНИ - ТЫНДА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
  9.,964227 .,Дальневосточный (рзд),  99  км , 231  км ,,,,,,,,,,,
 10.,964301 .,Литовко, 110  км , 220  км ,,,,,,,,,,,
 11.,964316 .,Разъезд № 12, 119  км , 211  км ,,,,,,,,,,,
 12.,964405 .,Санболи, 128  км , 202  км ,,,,,,,,,,,
 13.,964424 .,Нусхи, 147  км , 183  км ,,,,,,,,,,,
 14.,964528 .,Сельгон, 162  км , 168  км ,,,,,,,,,,,
 15.,964513 .,Харпи, 183  км , 147  км ,,,,,,,,,,,
 16.,964602 .,Хевчен (рзд), 194  км , 136  км ,,,,,,,,,,,
 17.,964621 .,Алькан, 214  км , 116  км ,,,,,,,,,,,
 18.,964809 .,Болонь, 231  км ,  99  км ,,,,,,,,,,,
 19.,964918 .,Менгон, 249  км ,  81  км ,,,,,,,,,,,
 20.,965018 .,Тейсин, 257  км ,  73  км ,,,,,,,,,,,
 21.,965107 .,Эльбан, 267  км ,  63  км ,,,,,,,,,,,
 22.,965215 .,Подали, 288  км ,  42  км ,,,,,,,,,,,
 23.,965304 .,Известковый, 294  км ,  36  км ,,,,,,,,,,,
 24.,965234 .,Малмыж, 300  км ,  30  км ,,,,,,,,,,,
 25.,965501 .,Мылки, 308  км ,  22  км ,,,,,,,,,,,
 26.,965624 .,Хурба, 323  км ,   7  км ,,,,,,,,,,,
 27.,960007 .,Комсомольск-Сортировочный, 330  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 18) участок 96-019 ""КОМСОМОЛЬСК-СОРТИРОВОЧНЫЙ - ВАНИНО"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Комсомольск-Сортировочный,до ст. Ванино,,,,,,,,,,,
  1.,960007 .,Комсомольск-Сортировочный,   0  км , 453  км ,,,,,,,,,,,
  2.,960029 .,Новый Мир (рзд),   4  км , 449  км ,,,,,,,,,,,
  3.,960052 .,Амурский (рзд),  14  км , 439  км ,,,,,,,,,,,
  4.,965709 .,Пивань,  19  км , 434  км ,,,,,,,,,,,
  5.,965802 .,Гайтер (рзд),  48  км , 405  км ,,,,,,,,,,,
  6.,965906 .,Картель,  60  км , 393  км ,,,,,,,,,,,
  7.,966006 .,Селихин,  71  км , 382  км ,,,,,,,,,,,
  8.,966010 .,Эльдиган (рзд),  82  км , 371  км ,,,,,,,,,,,
  9.,966025 .,Тудур (рзд),  93  км , 360  км ,,,,,,,,,,,
 10.,965605 .,Пони (рзд), 101  км , 352  км ,,,,,,,,,,,
 11.,966100 .,Кун (рзд), 114  км , 339  км ,,,,,,,,,,,
 12.,966152 .,Хумма (рзд), 119  км , 334  км ,,,,,,,,,,,
 13.,966203 .,Гурское, 131  км , 322  км ,,,,,,,,,,,
 14.,966218 .,Почепта (рзд), 143  км , 310  км ,,,,,,,,,,,
 15.,966237 .,Сагджему (рзд), 149  км , 304  км ,,,,,,,,,,,
 16.,966307 .,Уктур, 158  км , 295  км ,,,,,,,,,,,
 17.,966311 .,Аксака (рзд), 166  км , 287  км ,,,,,,,,,,,
 18.,966400 .,Кенай, 180  км , 273  км ,,,,,,,,,,,
 19.,966429 .,Оунэ, 201  км , 252  км ,,,,,,,,,,,
 20.,966434 .,Косграмбо (рзд), 208  км , 245  км ,,,,,,,,,,,
 21.,966449 .,Откосная, 214  км , 239  км ,,,,,,,,,,,
 22.,966453 .,Кузнецовский, 222  км , 231  км ,,,,,,,,,,,
 23.,966468 .,Соллу, 228  км , 225  км ,,,,,,,,,,,
 24.,966504 .,Высокогорная, 239  км , 214  км ,,,,,,,,,,,
 25.,966523 .,Датта, 259  км , 194  км ,,,,,,,,,,,
 26.,966519 .,Хокайти (рзд), 269  км , 184  км ,,,,,,,,,,,
 27.,966608 .,Кенада, 279  км , 174  км ,,,,,,,,,,,
 28.,966612 .,Джигдаси, 293  км , 160  км ,,,,,,,,,,,
 29.,966701 .,Кото (рзд), 307  км , 146  км ,,,,,,,,,,,
 30.,966805 .,Тулучи, 322  км , 131  км ,,,,,,,,,,,
 31.,966909 .,Акур (рзд), 337  км , 116  км ,,,,,,,,,,,
 32.,966913 .,Бодан, 343  км , 110  км ,,,,,,,,,,,
 33.,966928 .,Людю, 351  км , 102  км ,,,,,,,,,,,
 34.,967009 .,Тумнин, 359  км ,  94  км ,,,,,,,,,,,
